"","X","PC_outcome","DistName","RUC.code","Pop..2020","Change_2010.20_pct","total_poverty_percent","child_poverty_percent","Percent_college_grads_county_19","unemployment_2019","unemployment_2020","pct_state_median_HH_income","Enrollment","FreeElig_mean","RedcEligQty_mean","PaidEligQty_mean","abuse_neglect_investigations","DISTRICT.CUMULATIVE.YEAR.END.ENROLLMENT","DISTRICT.DISCIPLINE.RECORD.COUNT","X05.OUT.OF.SCHOOL.SUSPENSION","X06.IN.SCHOOL.SUSPENSION","Charter","n_students","st_pct_black","st_pct_hisp","st_pct_white","st_pct_native","st_pct_asian","st_pct_pac","st_pct_mult","st_pct_ecodis","st_pct_englishlearners","st_pct_speced","st_pct_bilingual","st_pct_careertech","st_pct_gifted","tot_staff_fte","tot_teach_fte","staff_pct_centraladmin","staff_pct_schooladmin","staff_pct_profsupport","staff_pct_teach","staff_pct_educaides","staff_pct_aux","avg_salary_central","avg_salary_school","avg_salary_prof","avg_salary_teach","staff_pct_minority","stud_teach_ratio","teach_pct_5underexp","teach_avgexp","teach_pct_advdegrees","teach_turnover_rate","teach_pct_black","teach_pct_hisp","teach_pct_white","teach_pct_native","teach_pct_asian","teach_pct_pac","teach_pct_mult","teach_pct_reged","teach_pct_speced","teach_pct_compeduc","teach_pct_esl","taxable_value_per_student_17","local_tax_rate_18","tot_operating_reevenue","rev_pct_state","rev_pct_local","rev_pct_fed","tot_other_rev","fund_balance","net_assets_charter","tot_expend_1819","tot_opexpend_per_student","exp_pct_basiced","exp_pect_speced","exp_pct_state","exp_pct_esl","exp_pct_cartecheduc","exp_pct_gifted","exp_pct_athletics","exp_pct_hsallotment","exp_pct_kinder","exp_pct_na","ani_per_stu","st_pct_minority","teach_pct_minority","st_to_teach_minority","lin_resid"
"165",165,-0.42740227813054,"CENTERVILLE ISD",8,15719,-6.4,14.4,22.2,14,4.4,7.8,78.9,150,0.000197498430437694,3.76463283825516e-05,0.000112359810864846,0,695,0.0943683409436834,0,0.0776255707762557,0,657,9.1,11,77.8,0.3,0.5,0,1.4,48.7,3.5,8.5,3.5,38.7,1.8,107.1,63.3,1.9,3.4,2.8,59.1,12.1,20.7,100329,75828,58974,50944,13.4,10.4,20.5,15.6,22.6,5.9,4.7,2.8,92.5,0,0,0,0,70.9,10.2,4.2,1.6,461142,1.32,15493.0943683409,46.2,49.1,4.7,0,1450.88127853881,0,18184.9923896499,14215,32.6,16,7.2,0.1,4.1,1.5,3,0.6,0,35,0,22.3,7.5,14.8,-0.238954469737861
"166",166,-1.85999423846888,"CENTERVILLE ISD",8,15719,-6.4,14.4,22.2,14,4.4,7.8,78.9,150,0.00394511546115045,0.000752001480864455,0.0022444351890416,0,695,0.421768707482993,0,0.346938775510204,0,147,0,4.8,93.2,0,0,0,2,67.3,0,10.9,0,40.1,5.4,28.6,17,7,1.7,2.3,59.4,10.5,19.1,65351,64000,71808,49840,3.5,8.7,17.7,15.8,23.5,17.6,0,0,94.1,0,5.9,0,0,75.5,6.5,5.9,0,219689,1.17,13221.1088435374,67.2,23.1,9.7,0,3829.40136054422,0,12593.4557823129,13888,41.3,5.5,11.2,0,6.9,0.9,2.3,0.7,0,31.3,0,6.8,5.9,0.899999999999999,-1.72632226272942
"167",167,-0.42740227813054,"CENTERVILLE ISD",8,15719,-6.4,14.4,22.2,14,4.4,7.8,78.9,150,0.000197498430437694,3.76463283825516e-05,0.000112359810864846,0,695,0.0943683409436834,0,0.0776255707762557,0,657,9.1,11,77.8,0.3,0.5,0,1.4,48.7,3.5,8.5,3.5,38.7,1.8,107.1,63.3,1.9,3.4,2.8,59.1,12.1,20.7,100329,75828,58974,50944,13.4,10.4,20.5,15.6,22.6,5.9,4.7,2.8,92.5,0,0,0,0,70.9,10.2,4.2,1.6,461142,1.32,15493.0943683409,46.2,49.1,4.7,0,1450.88127853881,0,18184.9923896499,14215,32.6,16,7.2,0.1,4.1,1.5,3,0.6,0,35,0,22.3,7.5,14.8,-0.238954469737861
"168",168,-1.85999423846888,"CENTERVILLE ISD",8,15719,-6.4,14.4,22.2,14,4.4,7.8,78.9,150,0.00394511546115045,0.000752001480864455,0.0022444351890416,0,695,0.421768707482993,0,0.346938775510204,0,147,0,4.8,93.2,0,0,0,2,67.3,0,10.9,0,40.1,5.4,28.6,17,7,1.7,2.3,59.4,10.5,19.1,65351,64000,71808,49840,3.5,8.7,17.7,15.8,23.5,17.6,0,0,94.1,0,5.9,0,0,75.5,6.5,5.9,0,219689,1.17,13221.1088435374,67.2,23.1,9.7,0,3829.40136054422,0,12593.4557823129,13888,41.3,5.5,11.2,0,6.9,0.9,2.3,0.7,0,31.3,0,6.8,5.9,0.899999999999999,-1.72632226272942
"169",169,-0.772530909381022,"CENTERVILLE ISD",7,13602,-6.7,17.9,29.8,12.9,4.8,8.1,68.4,150,0.000197498430437694,3.76463283825516e-05,0.000112359810864846,0,164,0.015220700152207,0,0.015220700152207,0,657,9.1,11,77.8,0.3,0.5,0,1.4,48.7,3.5,8.5,3.5,38.7,1.8,107.1,63.3,1.9,3.4,2.8,59.1,12.1,20.7,100329,75828,58974,50944,13.4,10.4,20.5,15.6,22.6,5.9,4.7,2.8,92.5,0,0,0,0,70.9,10.2,4.2,1.6,461142,1.32,15493.0943683409,46.2,49.1,4.7,0,1450.88127853881,0,18184.9923896499,14215,32.6,16,7.2,0.1,4.1,1.5,3,0.6,0,35,0,22.3,7.5,14.8,-0.569625823585888
"170",170,-2.20512286971936,"CENTERVILLE ISD",7,13602,-6.7,17.9,29.8,12.9,4.8,8.1,68.4,150,0.00394511546115045,0.000752001480864455,0.0022444351890416,0,164,0.0680272108843537,0,0.0680272108843537,0,147,0,4.8,93.2,0,0,0,2,67.3,0,10.9,0,40.1,5.4,28.6,17,7,1.7,2.3,59.4,10.5,19.1,65351,64000,71808,49840,3.5,8.7,17.7,15.8,23.5,17.6,0,0,94.1,0,5.9,0,0,75.5,6.5,5.9,0,219689,1.17,13221.1088435374,67.2,23.1,9.7,0,3829.40136054422,0,12593.4557823129,13888,41.3,5.5,11.2,0,6.9,0.9,2.3,0.7,0,31.3,0,6.8,5.9,0.899999999999999,-2.05699361657744
"171",171,-0.772530909381022,"CENTERVILLE ISD",7,13602,-6.7,17.9,29.8,12.9,4.8,8.1,68.4,150,0.000197498430437694,3.76463283825516e-05,0.000112359810864846,0,164,0.015220700152207,0,0.015220700152207,0,657,9.1,11,77.8,0.3,0.5,0,1.4,48.7,3.5,8.5,3.5,38.7,1.8,107.1,63.3,1.9,3.4,2.8,59.1,12.1,20.7,100329,75828,58974,50944,13.4,10.4,20.5,15.6,22.6,5.9,4.7,2.8,92.5,0,0,0,0,70.9,10.2,4.2,1.6,461142,1.32,15493.0943683409,46.2,49.1,4.7,0,1450.88127853881,0,18184.9923896499,14215,32.6,16,7.2,0.1,4.1,1.5,3,0.6,0,35,0,22.3,7.5,14.8,-0.569625823585888
"172",172,-2.20512286971936,"CENTERVILLE ISD",7,13602,-6.7,17.9,29.8,12.9,4.8,8.1,68.4,150,0.00394511546115045,0.000752001480864455,0.0022444351890416,0,164,0.0680272108843537,0,0.0680272108843537,0,147,0,4.8,93.2,0,0,0,2,67.3,0,10.9,0,40.1,5.4,28.6,17,7,1.7,2.3,59.4,10.5,19.1,65351,64000,71808,49840,3.5,8.7,17.7,15.8,23.5,17.6,0,0,94.1,0,5.9,0,0,75.5,6.5,5.9,0,219689,1.17,13221.1088435374,67.2,23.1,9.7,0,3829.40136054422,0,12593.4557823129,13888,41.3,5.5,11.2,0,6.9,0.9,2.3,0.7,0,31.3,0,6.8,5.9,0.899999999999999,-2.05699361657744
"173",173,1.10503954097977,"CENTRAL HEIGHTS ISD",5,64653,0.2,20.9,26.3,24.5,3.7,6.6,72.1,389.083333333333,9.43315960170914e-05,1.9251960988477e-05,0.000167754176500532,0.00595238095238095,1210,0.172619047619048,0.0416666666666667,0.119897959183673,0,1176,5.7,18.3,71.3,0.3,1.4,0,3.1,37.4,5.4,7.2,5.5,31.8,4.8,145.7,84,1.8,1.6,3.4,57.6,14.5,21,82378,78841,57684,49854,11.7,14,19.2,13.6,30.8,14.3,0,2.5,97.5,0,0,0,0,77.6,5.4,6,1.3,110357,1.31,9730.70408163265,74.5,17.7,7.8,0,5157.4880952381,0,8484.33843537415,7677,49.7,7.3,7.6,0.4,5.2,0.3,4.3,1.2,2.6,21.5,0.00595238095238095,28.8,2.5,26.3,1.06080929311501
"174",174,0.324927634078585,"CENTRAL ISD",5,86395,-0.4,15.6,22.6,16.9,4,7.6,80.8,485.791666666667,0.000120657880286066,1.4751579538895e-05,8.97065949446413e-05,0.00136147038801906,1563,0.194690265486726,0.0176991150442478,0.162695711368278,0,1469,4.2,21.9,69.7,0.2,0.3,0,3.7,59.5,4.2,15,3.9,34.3,4.3,235.2,114.7,2.5,3.6,7.1,48.8,15.4,22.7,84793,65673,61941,49649,9.9,12.8,39.2,10.7,12.2,18.1,0,3.5,94.8,0.9,0,0,0.9,71.6,10.6,3.3,0.4,182101,1.33,11168.5922396188,65.5,24.6,9.9,0,2641.25459496256,0,11471.7692307692,10278,41.4,13.3,7.3,0.2,4.6,0.5,2.7,1,0.7,28.3,0.00136147038801906,30.3,5.3,25,0.462688324547076
"175",175,-0.587293754880625,"CHANNELVIEW ISD",1,4731145,15.6,15,21.3,31.5,3.9,8.9,96.2,749.163461538462,7.15146578770066e-06,0,7.76371013760882e-07,0.0631622261084251,10326,0.151321880464973,0.0452628330418681,0.0516407776977677,0,9721,10.1,81,6.2,1.3,0.8,0.1,0.6,81.4,35.1,10.5,33.4,36.3,4.4,1303.3,559.6,1.2,2.7,10.3,42.9,10.9,31.9,124123,91575,71529,63305,70,17.4,41.2,9.7,23.9,15.2,20.1,32.9,34.7,0,0.9,10.4,0.9,72.5,7.9,0.4,6.4,312723,1.396,11560.0728320132,47,39.2,13.8,0,3467.7546548709,0,11297.389054624,9715,45,13.3,8.2,1.5,3.6,0.2,1.9,0.9,1.1,24.3,0.0631622261084251,93.9,65.2,28.7,-0.326175113965582
"176",176,2.95144132834815,"CHAPARRAL STAR ACADEMY",1,1290188,26,10.8,13.6,50,2.6,6.3,126,0,0,0,0,0.231382978723404,415,0,0,0,1,376,9,18.1,44.1,0.5,19.9,0.3,8,0,9.6,2.4,8.5,30.3,0,31,25.8,1.6,5.6,9.4,83.4,0,0,100146,77787,46210,50984,20.1,14.6,24.2,10.9,38.9,11.1,0,11.6,79.7,0,8.7,0,0,93,0,0,0,0,0,8007.79521276596,96.2,3,0.8,0,0,0,7759.90425531915,7150,77.3,2.1,0.5,0.9,4.4,0,0,0,0,14.9,0.231382978723404,55.8,20.3,35.5,0.19960016105455
"177",177,1.0866847529351,"CHAPEL HILL ISD",7,31247,-3.4,16.3,23.2,16.3,4.1,6.7,78,0,0,0,0,0,1099,0.180094786729858,0,0.169668246445498,0,1055,2.3,36.4,57.3,0.4,0.9,0.1,2.6,44.1,15,9.9,14.8,42.1,7.6,156.2,80.7,3.2,3.9,7.3,51.6,16.7,17.3,82437,70575,51387,49796,17.3,13.1,31.7,11.1,14.6,21.2,2.4,8.5,87.8,0,0,0,1.2,72.2,6.8,7,0.3,120433,1.146,10964.5772511848,71.9,21.2,6.9,0,2750.5990521327,0,11088.6360189573,10530,37.4,8.8,10.9,0.6,7,0.6,2.2,0,0,32.6,0,42.7,12.1,30.6,1.28185931398357
"178",178,1.11347275337324,"CHAPEL HILL ISD",7,31247,-3.4,16.3,23.2,16.3,4.1,6.7,78,0,0,0,0,0,1099,0.0538701445988092,0,0.050751346753615,0,3527,17.2,49.4,28.3,0.1,0.9,0.1,4.1,74.3,23.7,11.8,23.4,41.7,7.1,529.9,247,1.5,3.3,11,46.6,11.3,26.3,105348,77040,65507,52356,34.6,14.3,38,10.2,18.2,28.8,12.5,15,70.9,1.2,0,0.4,0,57.3,10.2,5.9,12.6,341706,1.23,11005.9628579529,46.6,41.6,11.8,0,2358.18287496456,0,11171.9047349022,10156,45.2,9.3,8.2,1.6,5.7,0.3,2.8,0.9,0.8,25.2,0,71.8,29.1,42.7,1.52090718134597
"179",179,1.0866847529351,"CHAPEL HILL ISD",7,31247,-3.4,16.3,23.2,16.3,4.1,6.7,78,0,0,0,0,0,1099,0.180094786729858,0,0.169668246445498,0,1055,2.3,36.4,57.3,0.4,0.9,0.1,2.6,44.1,15,9.9,14.8,42.1,7.6,156.2,80.7,3.2,3.9,7.3,51.6,16.7,17.3,82437,70575,51387,49796,17.3,13.1,31.7,11.1,14.6,21.2,2.4,8.5,87.8,0,0,0,1.2,72.2,6.8,7,0.3,120433,1.146,10964.5772511848,71.9,21.2,6.9,0,2750.5990521327,0,11088.6360189573,10530,37.4,8.8,10.9,0.6,7,0.6,2.2,0,0,32.6,0,42.7,12.1,30.6,1.28185931398357
"180",180,1.11347275337324,"CHAPEL HILL ISD",7,31247,-3.4,16.3,23.2,16.3,4.1,6.7,78,0,0,0,0,0,1099,0.0538701445988092,0,0.050751346753615,0,3527,17.2,49.4,28.3,0.1,0.9,0.1,4.1,74.3,23.7,11.8,23.4,41.7,7.1,529.9,247,1.5,3.3,11,46.6,11.3,26.3,105348,77040,65507,52356,34.6,14.3,38,10.2,18.2,28.8,12.5,15,70.9,1.2,0,0.4,0,57.3,10.2,5.9,12.6,341706,1.23,11005.9628579529,46.6,41.6,11.8,0,2358.18287496456,0,11171.9047349022,10156,45.2,9.3,8.2,1.6,5.7,0.3,2.8,0.9,0.8,25.2,0,71.8,29.1,42.7,1.52090718134597
"181",181,-0.23277125307809,"CHAPEL HILL ISD",3,233479,11.3,12.9,17.8,26.4,3.3,6.8,93,0,0,0,0,0.108056872037915,3783,1.20663507109005,0.0966824644549763,0.95260663507109,0,1055,2.3,36.4,57.3,0.4,0.9,0.1,2.6,44.1,15,9.9,14.8,42.1,7.6,156.2,80.7,3.2,3.9,7.3,51.6,16.7,17.3,82437,70575,51387,49796,17.3,13.1,31.7,11.1,14.6,21.2,2.4,8.5,87.8,0,0,0,1.2,72.2,6.8,7,0.3,120433,1.146,10964.5772511848,71.9,21.2,6.9,0,2750.5990521327,0,11088.6360189573,10530,37.4,8.8,10.9,0.6,7,0.6,2.2,0,0,32.6,0.108056872037915,42.7,12.1,30.6,-0.185765542981163
"182",182,-0.205983252639944,"CHAPEL HILL ISD",3,233479,11.3,12.9,17.8,26.4,3.3,6.8,93,0,0,0,0,0.0323220867592855,3783,0.360929968812022,0.0289197618372555,0.284944712220017,0,3527,17.2,49.4,28.3,0.1,0.9,0.1,4.1,74.3,23.7,11.8,23.4,41.7,7.1,529.9,247,1.5,3.3,11,46.6,11.3,26.3,105348,77040,65507,52356,34.6,14.3,38,10.2,18.2,28.8,12.5,15,70.9,1.2,0,0.4,0,57.3,10.2,5.9,12.6,341706,1.23,11005.9628579529,46.6,41.6,11.8,0,2358.18287496456,0,11171.9047349022,10156,45.2,9.3,8.2,1.6,5.7,0.3,2.8,0.9,0.8,25.2,0.0323220867592855,71.8,29.1,42.7,0.0532823243812392
"183",183,-0.23277125307809,"CHAPEL HILL ISD",3,233479,11.3,12.9,17.8,26.4,3.3,6.8,93,0,0,0,0,0.108056872037915,3783,1.20663507109005,0.0966824644549763,0.95260663507109,0,1055,2.3,36.4,57.3,0.4,0.9,0.1,2.6,44.1,15,9.9,14.8,42.1,7.6,156.2,80.7,3.2,3.9,7.3,51.6,16.7,17.3,82437,70575,51387,49796,17.3,13.1,31.7,11.1,14.6,21.2,2.4,8.5,87.8,0,0,0,1.2,72.2,6.8,7,0.3,120433,1.146,10964.5772511848,71.9,21.2,6.9,0,2750.5990521327,0,11088.6360189573,10530,37.4,8.8,10.9,0.6,7,0.6,2.2,0,0,32.6,0.108056872037915,42.7,12.1,30.6,-0.185765542981163
"184",184,-0.205983252639944,"CHAPEL HILL ISD",3,233479,11.3,12.9,17.8,26.4,3.3,6.8,93,0,0,0,0,0.0323220867592855,3783,0.360929968812022,0.0289197618372555,0.284944712220017,0,3527,17.2,49.4,28.3,0.1,0.9,0.1,4.1,74.3,23.7,11.8,23.4,41.7,7.1,529.9,247,1.5,3.3,11,46.6,11.3,26.3,105348,77040,65507,52356,34.6,14.3,38,10.2,18.2,28.8,12.5,15,70.9,1.2,0,0.4,0,57.3,10.2,5.9,12.6,341706,1.23,11005.9628579529,46.6,41.6,11.8,0,2358.18287496456,0,11171.9047349022,10156,45.2,9.3,8.2,1.6,5.7,0.3,2.8,0.9,0.8,25.2,0.0323220867592855,71.8,29.1,42.7,0.0532823243812392
"185",185,-0.0999590625317317,"CHARLOTTE ISD",1,48981,9.1,14.7,19,14.4,3.6,8.4,89.5,145.52,0.000463035476544757,5.32539744694181e-05,0.000195982457514292,0,481,0.245575221238938,0,0.196902654867257,0,452,0,87.6,12.2,0,0.2,0,0,71.5,5.5,14.2,5.3,36.3,5.3,84.9,43.8,2.4,3.4,3.1,51.6,10.6,28.9,108500,77847,62559,54246,71.9,10.3,33.1,11.4,21.6,30.8,0,60.7,39.3,0,0,0,0,88.6,0,3.4,0,535430,1.319,16654.0707964602,33.3,54.9,11.8,0,4973.50663716814,0,16575.4247787611,13756,37.5,8.3,13.5,0.8,3.2,0.2,2.7,0.6,1,32.2,0,87.8,60.7,27.1,0.512057308386838
"186",186,1.31139749691135,"CHEROKEE ISD",7,5730,-6.5,20.7,34.4,14.1,2.9,5.2,71.9,104.25,0.00467763219907626,0.000930813460269582,0.00421811669337355,0.00970873786407767,131,0,0,0,0,103,3.9,16.5,76.7,1,0,0,1.9,51.5,0,8.7,0,45.6,2.9,29,16.9,3.4,3.7,3.4,58.3,13.8,17.2,87550,66477,61644,50654,6.9,6.1,23.6,10.6,17.7,17.2,0,5.9,88.2,5.9,0,0,0,82.8,3,1.7,0,459180,1.17,48787.7669902913,23.9,73.3,2.8,0,13544.0291262136,0,20731,17721,44.5,4.9,11.1,0,5.3,0.2,3.5,0.4,0,30.2,0.00970873786407767,23.3,11.8,11.5,1.42409008684387
"187",187,-0.0882622079232278,"CHESTER ISD",6,19798,-9,17.2,23.3,13.4,5.7,9.9,75.3,105.3125,0.00116176078041205,0.000268448639860225,0.00112536096483778,0.00492610837438424,233,0.157635467980296,0.0640394088669951,0,0,203,5.9,3,85.2,0,0,0,5.9,53.7,0,13.3,0,27.1,2.5,36.2,21,2.8,3.5,6.9,58,2.8,26.1,97020,53563,33123,48712,12.8,9.7,25.1,12.5,4.8,32.5,4.8,4.8,90.5,0,0,0,0,89.2,1,0,0,368852,1.17,11721.9064039409,51,38.3,10.7,0,3344.13300492611,0,11291.315270936,11487,38.4,4.5,13.8,0,4,0,4.5,0.2,0.3,34.3,0.00492610837438424,14.8,9.6,5.2,0.0740509768977905
"188",188,-0.72723744414602,"CHICO ISD",1,68632,16.1,8.3,11.7,18,3.2,6.5,110,324.791666666667,0.000392836095971654,5.0790692611444e-05,0.000470722977943935,0,660,0.0788590604026846,0,0.0738255033557047,0,596,0.7,27.7,65.9,0.7,0,0,5,56.5,9.2,10.7,9.2,30.7,7,91.3,52.1,3,3.3,4.2,57.1,7.2,25.2,105943,90163,68146,57412,8.2,11.4,26,16.4,15.1,23.6,0,1.9,95.9,0,0,0,2.3,73.5,5.5,9,0,910341,1.283,15513.1862416107,11.6,81.9,6.6,0,4303.18791946309,0,15586.3691275168,11996,39.4,3.4,11.5,0.3,4.8,0.2,4.4,3.3,2.1,30.6,0,34.1,4.2,29.9,-1.35670002071632
"189",189,0.932877672610903,"CHILDRESS ISD",7,6664,-5.4,21.9,25.9,18.3,2.7,3.7,68.9,361.166666666667,0.000160564377109999,1.91131337303806e-05,0.000124867789113552,0,1183,0.181818181818182,0.0128558310376492,0.14692378328742,0,1089,4.1,40.4,50.9,0.5,1.5,0,2.7,54.4,3.5,13,3.5,24.9,5.9,176.7,89.3,1.6,2.5,2.5,50.5,17.5,25.4,82805,85107,49546,47892,25.9,12.2,29.1,13.7,8.7,13.4,1.1,7.8,89.9,1.1,0,0,0,80.9,10.9,2.2,0,380455,1.066,10948.9494949495,46.2,43,10.8,0,4263.29752066116,0,10649.9302112029,10179,40.2,5.7,11.9,0.1,4.7,0.3,4.7,0.9,0.5,31,0,49.2,10,39.2,1.02692948995909
"190",190,-5.06108327314886,"CHILLICOTHE ISD",9,3549,-14.3,19.2,32.9,13.7,3,4.4,62.5,103.3125,0.00187941133222233,0.000257327712969317,0.000395181844917165,0,222,0.128712871287129,0,0.128712871287129,0,202,1,46,47.5,1,0.5,0.5,3.5,85.6,21.3,12.9,21.3,39.6,5.4,43,21.3,2.3,4.7,4.3,49.4,11.3,28,93964,67522,58346,48930,13.4,9.5,18.2,14,22.9,11.3,0,4.6,95.4,0,0,0,0,70.5,9.2,6.8,0,576335,1.24,16288.1782178218,31.8,56.6,11.6,0,7145.5297029703,0,17493.9356435644,13871,31,5.6,14.8,0.6,7.3,0.5,4.6,0.7,0,35,0,52.5,4.6,47.9,-4.76954047487199
"191",191,-0.566254505504799,"CHILTON ISD",2,16968,-5,21.6,28.1,12.4,3.3,6,64.8,542.625,0.00185742919661961,0,2.42744539114815e-05,0,565,0.0893854748603352,0,0,0,537,17.5,62.6,15.8,0.2,0.2,0.2,3.5,81.9,21.4,12.5,19.7,24.8,5.6,83.1,39.7,1.2,2.5,8.1,47.7,3.6,36.8,107449,75988,57872,47271,60.9,13.5,58.6,9.5,7.6,28.9,40.1,12.6,44.7,0,2.5,0,0,81.4,0.7,6.6,1,115320,1.269,12664.3891992551,75.6,13.5,10.9,0,6570.35940409683,0,11708.729981378,10447,37,4.4,13.8,0.7,6.7,0.2,5.8,0.9,2.1,28.4,0,84.2,55.2,29,0.185109407429177
"192",192,1.43729130004075,"CHINA SPRING ISD",2,260579,10.9,18,22.6,24.2,3.3,6.2,79.8,725.75,2.22843308087343e-05,4.65785058049581e-06,5.82341350528445e-05,0.00513874614594039,3084,0.109969167523124,0.0116478245974649,0.078794107571086,0,2919,5.7,19.6,69.9,0.2,1.4,0.1,3.1,30.8,1.6,10.6,1.6,26.6,9.1,382.4,203.7,1.6,2.9,9.3,53.3,13,19.9,104829,74596,59449,51865,12.8,14.3,25.9,13,22.3,20.5,1.9,6.9,90.9,0.4,0,0,0,78.4,6.6,4,0.7,285909,1.359,9705.93456663241,49.2,44.4,6.4,0,2932.07365536143,0,10237.2843439534,8609,46.6,11.6,4.5,0,3.7,0.3,3,1.8,0.7,27.7,0.00513874614594039,30.1,9.2,20.9,1.39552122064918
"193",193,0.133375349091293,"CHIRENO ISD",5,64653,0.2,20.9,26.3,24.5,3.7,6.6,72.1,202.3125,0.000736660427517361,0.00014495849609375,0.000490400526258681,0.0182291666666667,412,0.0390625,0,0.0260416666666667,0,384,5.7,16.7,71.9,0,0.8,0,4.9,60.4,10.7,12.2,10.4,25.5,11.7,55.2,34.3,4,0,8.5,62.2,0,25.4,76970,0,61559,49568,9.1,11.2,17.5,15.2,33.4,13.8,8.7,0,91.3,0,0,0,0,87.9,5,0,0,290011,1.112,14510.0885416667,52.8,37.8,9.4,0,11586.4192708333,0,12633.515625,10894,44.7,4.7,13,0.7,4.9,0.3,4.6,1,1.3,24.9,0.0182291666666667,28.1,8.7,19.4,1.25962247066382
"194",194,0.377215800126895,"CHISUM ISD",5,50088,0.6,18.4,27.3,18.7,3.4,6.5,73.5,375.125,0.000149925222302666,3.15078641308383e-05,0.000144994187179773,0,1135,0.210820895522388,0,0.161380597014925,0,1072,4.3,9,82.8,1.3,0,0,2.6,52.7,4.9,10.6,4.9,35.6,3.8,150.8,81.3,1.3,3.7,3.6,53.9,11.7,25.8,120302,80676,63728,52210,9.8,13.2,24.6,14.9,13.3,12.8,2.5,1.2,92.8,0,0,0,3.5,78.8,2.3,9.6,0,1031523,1.23,13146.0755597015,12.8,80.3,6.9,0,3475.20708955224,0,19511.7080223881,12027,43,3.3,10.3,0.4,4.7,0.1,2.9,2.8,0,32.6,0,17.2,7.2,10,0.28930256514373
"195",195,0.319192528536701,"CHRISTOVAL ISD",3,120003,8.9,12.9,17.4,24.5,3,6.3,85.5,274,0.000227823461987257,2.62459512393252e-05,0.000689063785406219,0.00371057513914657,581,0.0723562152133581,0,0.0482374768089054,0,539,0.2,23.6,72.5,1.1,0.6,0,2,27.3,0,12.6,0,34.1,4.5,75.8,46.5,1.3,4.8,2.5,61.3,5.1,25,118000,70931,65847,47508,11.8,11.6,25.8,12.8,22.5,10.1,0,8.6,91.4,0,0,0,0,78.4,4,2.2,0,437248,1.217,12651.2968460111,48,48.8,3.3,0,3831.18181818182,0,11655.7551020408,10095,44.3,4.1,2.4,0,9.5,0.4,4.8,0.9,1.1,32.6,0.00371057513914657,27.5,8.6,18.9,0.431008713522021
"196",196,1.04650899597099,"CISCO ISD",6,17725,-4.6,16.7,24.2,16,3.3,6.7,73.4,284.541666666667,0.000225044879062737,1.71249055177626e-05,0.000161092214663644,0,913,0.0535714285714286,0,0.0226190476190476,0,840,1.9,18.3,76.4,0.7,1,0,1.7,60.2,1.2,14.2,1.2,26.3,4.4,160.3,86.2,2.2,2.2,3.7,53.8,20.3,17.9,79483,76091,58418,50170,5,9.7,15.1,16.2,16.4,6.2,0,2.3,97.7,0,0,0,0,77.4,7,6.1,0.1,495029,1.073,12987.8261904762,34.2,58.7,7.1,0,7017.91547619048,0,11876.5023809524,10876,47.4,8,6.7,0.1,5.8,0.2,4.7,1,0.5,25.6,0,23.6,2.3,21.3,1.11533817268255
"197",197,-0.0575712600087504,"CITY VIEW ISD",3,129350,-1.6,13.9,17.4,23.1,3.2,6.7,80.5,536.3125,0.000426008802767877,0,4.06810397638672e-05,0.0111940298507463,1184,0.374067164179104,0.0102611940298507,0.326492537313433,0,1072,10.6,30.3,48.3,1.7,1.3,0.1,7.6,74.1,2.5,17.3,2.5,35.6,6.7,160.8,85.7,1.2,2.8,1.9,53.3,19.6,21.2,106000,73188,64565,48398,9.9,12.5,32.7,12.2,9.3,29.5,0,1.2,97.7,0,1.2,0,0,78,9.3,4.7,0,170379,1.42,13355.7695895522,65.5,19,15.5,0,2849.72667910448,0,13426.9524253731,11711,38.7,18.1,9.1,0.2,3.7,0.3,3.6,0.6,0.6,25.1,0.0111940298507463,51.6,2.4,49.2,-0.124535162545268
"198",198,-5.01271746162975,"CLARENDON ISD",8,3258,-11.4,16.4,24.5,17.9,3.4,4.4,64.2,148.708333333333,0.000330963391794057,5.27917066665366e-05,0.000340912598050443,0,490,0.23841059602649,0,0,0,453,12.1,14.1,69.3,0,0,0.4,4,50.3,0,13.5,0,25.2,9.7,88.3,45.8,0.5,3.4,5.3,51.9,17.4,21.5,145439,82309,49861,49780,9.4,9.9,26.3,14.7,12,13.1,0,7.1,92.9,0,0,0,0,76,6.6,6.4,0,330490,1.17,14558.0838852097,58.2,33.1,8.7,0,7148.45033112583,0,12951.3245033113,11880,38.4,9.5,11.3,0.1,3.8,0.6,4.7,0.7,0.5,30.4,0,30.6,7.1,23.5,-4.83080798053216
"199",199,-0.202992661922996,"CLARKSVILLE ISD",6,11587,-9.9,19.6,27.2,12.5,4.6,6.4,64.5,268.375,0.000962662850091827,0,0,0,571,0.607954545454545,0,0.492424242424242,0,528,49.4,21.6,19.5,0.2,0,0,9.3,91.9,8.7,10.6,8.7,31.1,6.6,105.6,40.7,2.8,3.2,4.1,38.6,20.4,31,80899,77638,61997,47814,48.8,13,42,11,37.4,29.4,27.3,2.5,70.2,0,0,0,0,64.7,7.6,15.6,1.4,390358,1.04,13676.7954545455,50.2,32.9,16.9,0,4898.51325757576,0,13511.7821969697,12623,27,11.6,13.8,0.3,3.6,0.3,4.3,0.6,0.9,37.7,0,80.5,29.8,50.7,0.456572283480674
