"","X","PC_outcome","DistName","RUC.code","Pop..2020","Change_2010.20_pct","total_poverty_percent","child_poverty_percent","Percent_college_grads_county_19","unemployment_2019","unemployment_2020","pct_state_median_HH_income","Enrollment","FreeElig_mean","RedcEligQty_mean","PaidEligQty_mean","abuse_neglect_investigations","DISTRICT.CUMULATIVE.YEAR.END.ENROLLMENT","DISTRICT.DISCIPLINE.RECORD.COUNT","X05.OUT.OF.SCHOOL.SUSPENSION","X06.IN.SCHOOL.SUSPENSION","Charter","n_students","st_pct_black","st_pct_hisp","st_pct_white","st_pct_native","st_pct_asian","st_pct_pac","st_pct_mult","st_pct_ecodis","st_pct_englishlearners","st_pct_speced","st_pct_bilingual","st_pct_careertech","st_pct_gifted","tot_staff_fte","tot_teach_fte","staff_pct_centraladmin","staff_pct_schooladmin","staff_pct_profsupport","staff_pct_teach","staff_pct_educaides","staff_pct_aux","avg_salary_central","avg_salary_school","avg_salary_prof","avg_salary_teach","staff_pct_minority","stud_teach_ratio","teach_pct_5underexp","teach_avgexp","teach_pct_advdegrees","teach_turnover_rate","teach_pct_black","teach_pct_hisp","teach_pct_white","teach_pct_native","teach_pct_asian","teach_pct_pac","teach_pct_mult","teach_pct_reged","teach_pct_speced","teach_pct_compeduc","teach_pct_esl","taxable_value_per_student_17","local_tax_rate_18","tot_operating_reevenue","rev_pct_state","rev_pct_local","rev_pct_fed","tot_other_rev","fund_balance","net_assets_charter","tot_expend_1819","tot_opexpend_per_student","exp_pct_basiced","exp_pect_speced","exp_pct_state","exp_pct_esl","exp_pct_cartecheduc","exp_pct_gifted","exp_pct_athletics","exp_pct_hsallotment","exp_pct_kinder","exp_pct_na","ani_per_stu","st_pct_minority","teach_pct_minority","st_to_teach_minority","lin_resid"
"524",524,0.076018632952377,"KIRBYVILLE CISD",6,32980,-7.6,19.5,28.2,12.9,6.1,11.2,73.8,0,0,0,0,0,1585,0.215104517869184,0.0343897505057316,0.132838840188806,0,1483,8.2,8.4,77.7,0.1,0.3,0.1,5.3,65.5,2.7,9.4,2.7,32.4,5.5,217.7,111.1,0.9,3.2,5.5,51,12.4,27,79382,68286,64155,47505,10.4,13.3,46.1,10.3,15.8,14.1,3.6,1.8,92.8,0.9,0,0,0.9,80.1,4,3.6,0,181736,1.375,11738.7619689818,65.4,24.4,10.2,0,3406.74578556979,0,10996.198246797,9131,38.9,5.9,8.4,0.7,5,0.3,3.1,0.3,0,37.3,0,22.4,7.2,15.2,0.028277235038362
"525",525,1.01198708436964,"KLEIN ISD",1,4731145,15.6,15,21.3,31.5,3.9,8.9,96.2,2085.93103448276,2.98164795682574e-07,4.21789316305169e-08,3.7579161853104e-07,0.0113766907541227,56997,0.297498610339077,0.0721511951083935,0.2088753010932,0,53970,15,42.3,30.5,0.4,8.3,0.1,3.3,45.6,17,10.6,17,29.6,5.3,7177.8,3530.5,0.3,2.6,10.6,49.2,8.1,29.1,142429,84641,69588,60814,41.1,15.3,30.7,11.9,26.5,15.9,11.9,13.6,71,0.5,2.4,0.1,0.5,63.1,14,1.2,8,378917,1.43,11060.3485084306,43.7,47.8,8.6,0,1575.40381693533,0,12012.0479896239,9255,49.4,15.8,6,1.2,3.5,0.3,1.3,0.7,0.6,21.2,0.0113766907541227,69.4,29,40.4,0.253823372159445
"526",526,1.14805924147224,"KLONDIKE ISD",7,12456,-10,20.6,28.9,14.2,3.9,8.7,75.2,271.375,0.00117611415966558,0.000304666330796149,0.00221436254952955,0,280,0,0,0,0,271,0.7,29.5,67.5,0.7,0.4,0,1.1,32.5,6.3,4.1,6.3,27.7,4.8,42.5,21.3,2.9,2.9,0.2,50.1,11,32.9,103912,68267,61291,57431,29.3,12.7,11.4,15.6,39.9,4.2,0,4.4,95.6,0,0,0,0,82.6,3.6,4.4,0,3078820,1.295,26128.4612546125,8.2,88.5,3.3,0,26022.2324723247,0,18206.6125461255,14364,37.2,2.4,6.7,0.3,5.7,0.3,5.4,0.7,0.9,40.4,0,32.4,4.4,28,1.35299958994127
"527",527,1.65694487428242,"KNIPPA ISD",6,24564,-7,19.8,29.9,17.9,3.8,6.4,69.8,448.875,0.00067512356505102,0.000138263313137755,0.00142311563297194,0,469,0.0535714285714286,0,0.03125,0,448,0,58.5,39.3,0.2,2,0,0,35,3.1,9.2,2.9,29,13.8,61.8,35.2,0.8,4.9,3.3,56.9,17,17.2,122449,68507,40271,47610,51,12.7,39.8,10.5,40.3,14.5,0,31.2,68.8,0,0,0,0,84.4,2.8,5.7,0,177483,1.31,11071.5714285714,66.2,28.3,5.5,0,7384.20758928571,0,11192.8392857143,9217,55.7,5.1,8.9,0.2,2.8,0.3,4.2,1.6,0.4,20.9,0,60.7,31.2,29.5,2.11573859220947
"528",528,-1.12186233612811,"KOPPERL ISD",6,18235,0.1,13.7,19.7,19.8,3.4,5.5,86.2,183.5,0.0035534055958673,0.000996595897160262,0.000929409656902266,0,209,0.617486338797814,0,0.398907103825137,0,183,1.1,8.2,89.6,0,0,0,1.1,79.2,1.1,17.5,1.1,36.6,2.2,35,17.4,2.9,2.9,1.8,49.8,17,25.7,92700,67500,43027,54250,5.7,10.5,24,15.5,17.9,41.4,0,5.7,94.3,0,0,0,0,78.7,7.6,7.8,0,678025,1.054,15334.2950819672,26.6,63.7,9.7,0,5950.69945355191,0,13770.693989071,12012,36.1,4.2,9.9,0,3.4,0.1,5.6,0.6,2.3,37.9,0,10.4,5.7,4.7,-1.00389046162185
"529",529,0.301923280485357,"KOUNTZE ISD",2,56231,2.9,12.1,16.2,16.8,4.6,9,97.8,293.25,0.000124174209465279,1.63659537683496e-05,9.07521713479867e-05,0,1229,0.214920071047957,0.0390763765541741,0.135879218472469,0,1126,12.4,7.3,75.9,0.8,0.4,0,3.2,58.5,3.1,12.4,3.1,36,9.1,182.2,84.6,1.4,2.4,3.2,46.5,17.1,29.5,97400,73269,64449,51517,15.9,13.3,29.2,14.9,15.6,24.1,5.5,0,94.5,0,0,0,0,81.7,4.8,1.2,0,322697,1.24,11369.0941385435,51.2,39.2,9.6,0,3321.9298401421,0,11411.4458259325,9986,36.3,7.7,12.1,0.1,5.7,1.8,4.6,0.8,0.7,30.3,0,24.1,5.5,18.6,0.22036893986697
"530",530,-1.50894658483086,"KRESS ISD",6,6971,-11.2,20.6,29.1,15.3,3.6,5.2,69.3,139.75,0.00116002716161159,0.000115531160404406,0.000481772798148987,0,289,0.0673758865248227,0,0.049645390070922,0,282,7.4,57.8,33.3,0,0,1.1,0.4,71.6,5.7,8.2,5.7,35.1,3.2,48.6,23.9,2.1,4.1,0.5,49.2,18.3,25.8,100500,76462,56161,45208,45,11.8,64.6,7.1,19.3,35.8,0,28.2,71.8,0,0,0,0,82.8,4,4.5,0,339327,1.42,12255.7056737589,50.8,34.6,14.6,0,4989.29432624113,0,11926.7836879433,11748,38.9,5.1,11,0.2,5.9,0.1,4.7,1,0,33.2,0,66.7,28.2,38.5,-0.938124944062315
"531",531,0.766572237042873,"KRUM ISD",1,906422,36.8,6.5,7.1,45.1,3,6.5,141.9,416.45,3.07341277828746e-05,6.99198464305918e-06,6.03146958098237e-05,0.00582241630276565,2201,0.151382823871907,0.0334788937409025,0.0824842309558467,0,2061,2.1,29.5,64,0.7,0.6,0,3,36.2,11,13.1,14.1,32.8,5.8,314.2,161.5,1.6,3.9,7.2,51.4,9.7,26.2,109963,83178,64024,54268,16.8,12.8,29.1,11.8,23.5,20.2,0,10.5,85.1,1.2,0,0,3.1,71.4,10.2,5.2,6.3,356145,1.54,13011.9966035905,46.6,47.9,5.5,0,6376.95099466278,0,11878.4968461912,10074,43.6,9.5,5.6,0.5,4.8,0.3,3,1.9,0.5,30.4,0.00582241630276565,35.9,14.8,21.1,-0.108029241689531
"532",532,0.47744347881718,"LA FERIA ISD",2,421017,3.6,25.5,36.3,17.3,5.5,10.2,63.9,470.410714285714,3.53296710265757e-05,4.01340944784655e-06,5.85796488026855e-06,0.0173589584624923,3444,0.161500309981401,0.0195288282703038,0.122442653440794,0,3226,0.2,96.8,2.3,0.2,0.1,0,0.4,84.4,12.9,11.5,12.3,32.7,5.3,517.1,223.9,1.7,2.8,8.1,43.3,14.2,29.8,93956,77046,63241,54772,91.1,14.4,29,12.4,4,13,0,87.5,11.6,0,0.4,0,0.4,75.3,9.2,0.1,6.3,122330,1.299,12712.5034097954,70.9,13.8,15.3,0,2341.36608803472,0,12320.6246125232,10687,38.8,8.3,13.7,0.7,4.1,0.1,3.8,0.7,0,29.8,0.0173589584624923,97.7,88.3,9.39999999999999,1.22608161792107
"533",533,0.945165455430309,"LA GRANGE ISD",6,24435,-0.5,10.9,15.3,19.7,2.6,4.7,97.1,652.25,0.000127621296452465,0,4.83948951481418e-05,0.00207792207792208,1996,0.201558441558442,0.00935064935064935,0.175064935064935,0,1925,8.6,38,49.7,0.3,0.3,0,3.3,43.8,13.5,10.7,13.3,23.3,8.3,243.7,142.8,2.9,3,10.3,58.6,15.4,9.8,88921,74229,58319,49892,14.3,13.5,38.9,10.5,14.1,7.1,0,5.8,92.1,0,0,0,2.1,69.9,9.2,11.8,0.4,567998,1.276,13074.4296103896,21.4,63.8,14.8,0,2132.1225974026,0,23969.3563636364,10272,38.6,16.6,6.9,0.6,2.8,0.5,4.2,1.2,1.5,27.2,0.00207792207792208,50.5,7.9,42.6,1.09999497599123
"534",534,0.428232921953376,"LA JOYA ISD",2,870781,12.4,26.9,37.4,18.7,6.3,11.6,65,709.797297297297,9.48382397090515e-07,0,5.67164923302283e-09,0.00120985481742191,29025,0.2513565038862,0.0987314855550667,0.102800997213668,0,27276,0,99.8,0.1,0,0,0,0,91.4,56.7,10.1,55.3,33.2,10.1,4231.5,1920.6,1.2,2.8,9.9,45.4,7.9,32.9,102657,87548,70299,59148,98.9,14.2,26.6,12,21.4,6.1,0.2,97,1.4,0,1.1,0,0.2,55.9,7.1,4.4,21.2,80899,1.311,12876.4818521777,69.9,11.8,18.4,0,1927.97045021264,0,13362.031419563,11831,39.8,8.8,12.8,1.9,3.6,0.8,2.3,0.7,1.1,28.3,0.00120985481742191,99.8,98.5,1.3,1.00659212037364
"535",535,-0.147090854715956,"LA PORTE ISD",1,4731145,15.6,15,21.3,31.5,3.9,8.9,96.2,601.114583333333,5.50557298500447e-06,8.92730232078506e-07,5.23602006714338e-06,0.0854201446855871,7659,0.199638286032276,0.0139120756816917,0.151919866444073,0,7188,7,50.6,38.4,0.5,1.2,0.2,2.2,53.2,10.4,10.7,11.2,29.2,8.6,1045.8,478.6,1.2,3,9,45.8,12.6,28.5,138223,91288,71015,62099,35.1,15,30.1,11.8,22.9,18.6,5.6,16.4,75.7,0,1.7,0.2,0.4,79.5,5.3,6.3,2.8,1215286,1.38,14842.0084863662,7.6,81.8,10.6,0,5129.38188647746,0,15406.0822203673,10685,41.8,14.7,8,1,2.6,2.2,1.9,1,0,26.9,0.0854201446855871,61.7,24.3,37.4,-0.352768750556994
"536",536,-1.10568495366047,"LA PRYOR ISD",7,9670,-17.2,29.6,40.4,10.9,8.4,14.1,50.8,252.875,0.0009915694539751,0,0,0,532,0.186138613861386,0.0277227722772277,0.118811881188119,0,505,0.2,97,2.8,0,0,0,0,86.5,3,12.3,2.6,29.9,5.1,88,45.8,2.3,3.6,4.5,52.1,12.5,25,79500,69925,59185,50580,84.1,11,21.8,15,12.8,19.1,2.2,67.3,26.2,2.2,2.2,0,0,76.7,14,0,0,199576,1.288,15034.9544554455,67.3,20.4,12.3,0,6303.62772277228,0,14054.1465346535,12999,36.5,8.7,12.5,0.1,3.5,0,5.1,0.5,3.4,29.8,0,97.2,73.9,23.3,-0.0568989463382488
"537",537,-0.793242010156554,"LA VEGA ISD",2,260579,10.9,18,22.6,24.2,3.3,6.2,79.8,630.475,6.1663182220311e-05,0,2.03843142928851e-06,0.00476795931341386,3382,0.539415130324221,0.0117609663064209,0.371582962492053,0,3146,25.3,57.7,14.4,0.1,0.1,0,2.4,91.4,24,8.4,24.9,30.3,2.8,473.3,213.9,1.3,3.9,7.6,45.2,16.2,25.9,120924,73441,61355,53150,42.2,14.7,31.2,12.4,16.6,21.3,12.4,17,69.7,0,0,0,0.9,74.6,4.1,12.9,0.8,256712,1.394,12032.9380165289,51.7,35.6,12.8,0,2069.42244119517,0,12719.1325492689,11335,37.3,7,13.1,1.6,3.9,0.1,3.3,0.9,0,32.9,0.00476795931341386,85.6,30.3,55.3,0.0739293299498106
"538",538,0.781546594070016,"LA VERNIA ISD",1,49753,15.9,8.3,11.7,21.8,2.8,5.7,120.1,862.25,1.92011328983591e-05,2.57950424682059e-06,5.45041229601513e-05,0,3535,0.104402141582391,0.0175490779298037,0.0761451516954194,0,3362,1.2,31.2,64.8,0.5,0.1,0,2.2,25.9,3.4,11.9,5.9,36.7,7,437.7,214.3,1.8,3.4,8.8,49,9.3,27.6,104443,69867,62879,53314,21.8,15.7,20.8,12.3,24.5,17.2,0.9,14.4,82.9,0.5,0.8,0,0.5,82,10.8,0,0.5,308031,1.435,10383.8533610946,45.6,44.9,9.5,0,1537.15704937537,0,10658.9443783462,9303,40.8,17.2,4.3,0.4,4.2,0.1,2.5,0.5,0.5,29.6,0,35.2,17.1,18.1,0.530241339595726
"539",539,-7.39076160279392,"LA VILLA ISD",2,870781,12.4,26.9,37.4,18.7,6.3,11.6,65,200.583333333333,0.000553479910081933,0,0,0.0548172757475083,643,0.270764119601329,0,0.151162790697674,0,602,0,99.8,0.2,0,0,0,0,90.5,19.1,6.3,17.9,30.2,9.1,100,45.7,3,6.6,8.7,45.7,7,29,109333,80259,64985,55820,97,13.2,35.3,11.1,7.1,15.4,0,93.4,6.6,0,0,0,0,85.1,2.2,0,0,190225,1.484,12618.0647840532,64.9,18.6,16.5,0,589.941860465116,0,17516.096345515,15322,33.4,3.8,15.8,0.5,4.2,0.2,4.9,0.7,0,36.6,0.0548172757475083,99.8,93.4,6.39999999999999,-6.67902751156435
"540",540,0.775568882963905,"LACKLAND ISD",1,2009324,17.2,15.2,22.4,28,3.1,7.5,92.1,539.8125,8.57025222246821e-05,6.88573551249999e-05,0.00031781579875407,0.285313376987839,1173,0.0215154349859682,0,0,0,1069,12.4,25,45.8,0,1.9,1,13.8,24.2,2.5,11.6,2.2,17.3,9.8,190.7,89,1.3,2.1,13.6,46.7,16.8,19.5,146266,88838,67561,63842,56.8,12,18,13.3,38.2,5.6,10.1,25.8,60.7,0,1.1,0,2.2,76.7,10.9,6.7,0.6,0,0,17519.5537885875,45.8,4.4,49.9,0,12150.9083255379,0,16012.8381665108,14423,47.1,16.6,5.4,0,2.3,0.7,0.7,1,1.4,24.8,0.285313376987839,54.1,39.2,14.9,-0.443238602267822
"541",541,1.46802389290484,"LAGO VISTA ISD",1,1290188,26,10.8,13.6,50,2.6,6.3,126,399.4375,3.89568408212482e-05,5.58848133732283e-06,0.000115257739259014,0.0550284629981025,1736,0.189120809614168,0.0158127767235927,0.115749525616698,0,1581,0.4,25.5,67.9,0.6,0.4,0.2,4.9,26.9,6.1,10.2,6.1,36.1,9,173.2,99.6,2.9,6.4,12.6,57.5,10.6,9.9,92831,63306,54896,53777,11.9,15.9,25.6,12.4,19.8,16.6,0,6,93,1,0,0,0,70.8,8.4,6.2,0.7,1011635,1.32,12923.275142315,7.9,86.3,5.8,0,3898.71726755218,0,12967.064516129,9499,41,14,6,0.1,4.9,2.9,3.4,1.4,0.4,26.1,0.0550284629981025,32,7,25,0.851247224000643
"542",542,1.1049761006276,"LAKE DALLAS ISD",1,906422,36.8,6.5,7.1,45.1,3,6.5,141.9,803.6,1.90593726513983e-05,3.20873383173134e-06,2.85906411929908e-05,0.0030188679245283,4238,0.164528301886792,0.0291823899371069,0.099622641509434,0,3975,9,32,50.3,0.7,2.6,0.2,5.3,40.8,9.6,11.5,9.5,30.8,7.9,595.1,296.4,0.8,3.3,9.4,49.8,12.5,24.1,148780,83421,70028,58956,17.1,13.4,30.2,12.1,25.9,13.4,1,6.7,88.9,0.3,0.7,0,2.3,76.1,13.5,2.7,1.4,425164,1.67,12675.6249056604,32.9,58.8,8.2,0,2852.66113207547,0,14749.6581132075,10085,44.9,14.5,4.1,1.2,3.9,1.4,3.8,1.5,0.7,23.9,0.0030188679245283,49.8,11,38.8,0.0520852930591228
"543",543,2.82008291078773,"LAKE TRAVIS ISD",1,1290188,26,10.8,13.6,50,2.6,6.3,126,842.020833333333,9.05876755005341e-07,9.96873404210167e-08,5.8817234905501e-06,0.00786831871212806,11456,0.0492900425070091,0.00542642669801935,0.0391607126707063,0,11057,1.6,19.7,66.9,0.3,6.5,0.1,4.9,12.7,6.2,9.4,6.1,27.4,9.6,1179.8,630.4,1,2.5,10.4,53.4,10.5,22.2,154325,77149,69633,55196,17.8,17.5,28.9,11.7,30.4,15.1,0.8,12.7,83.9,0.4,1.1,0,1.1,79.6,9.2,0.8,2.9,1086811,1.408,12534.0308401917,9.9,86.2,4,0,3535.04178348557,0,18949.4202767478,8747,46.4,15.2,1.5,1.4,3.4,0.7,3.1,1,0,27.3,0.00786831871212806,33.1,16.1,17,1.42413088122101
"544",544,-0.480252052575392,"LAKE WORTH ISD",1,2110640,16.7,10.2,13.9,32.3,3.3,7.3,109.5,701.5,5.43392000820472e-05,0,0,0.0498190926802115,4025,0.419426662955747,0.136654606178681,0.176175897578625,0,3593,20.8,56.2,18.3,0.7,1.2,0.1,2.8,86.4,20,9.6,19.4,33.7,4.3,529.5,250.1,1.7,2.9,10.6,47.2,7.4,30.2,104249,82875,62423,54801,34.9,14.4,53,8.3,20.6,35.3,4.3,17.4,77.4,0,0.8,0,0,65.9,10.3,8.8,9.6,264483,1.67,12419.4286111884,51.7,33.6,14.8,0,3543.88199276371,0,12336.33509602,10977,40.9,8.6,9.1,1.2,4.3,0.2,2.5,0.8,1.2,31.2,0.0498190926802115,81.8,22.5,59.3,-0.334127342703463
"545",545,0.781330751878757,"LAMAR CISD",1,822779,40.6,6.6,7.4,46.2,3.5,7.7,158.3,0,0,0,0,0.00425204040865247,36943,0.174619028594258,0.0501112950174077,0.0867815763940414,0,35042,19.8,42.9,26.9,0.3,6.9,0.2,3,45.5,15,12.6,14.7,27,8.7,4196.5,2130.2,0.5,2.8,12.4,50.8,9.4,24.1,132767,91592,70235,62138,51.6,16.4,34.8,10.7,24,15.6,15.2,19.8,60.7,0.2,3.2,0,0.8,74.8,8.3,3.3,5.3,450797,1.39,10566.9912676217,33.4,57.6,9,0,1829.22861138063,0,13755.990839564,9686,50.9,14.8,4.8,0.6,2.7,0.3,1.9,1.3,0.4,22.4,0.00425204040865247,73.1,39.2,33.9,-0.640586973759357
"546",546,1.0833196656578,"LAMESA ISD",7,12456,-10,20.6,28.9,14.2,3.9,8.7,75.2,1803.75,0.000555980238542752,0,1.3518102361234e-06,0,1980,0.302390216787104,0,0.251250694830461,0,1799,3.4,83.1,12.1,0.1,0.6,0,0.8,73.7,5,13,4.6,25.4,7.6,311.2,116.8,1.3,3.2,4.7,37.5,20.3,33,116235,71885,54920,51132,61.5,15.4,40.9,11.3,13.3,25.6,5.1,36.4,55.2,0,1.6,0,1.7,73,8.2,8.2,1,230396,1.49,14989.9505280712,56.7,28.1,15.2,0,9315.78432462479,0,16003.3579766537,11357,32.7,8.5,19.2,0.4,4.1,0.5,3.8,0.7,0.2,30,0,88,44.8,43.2,1.77259156062301
"547",547,1.22173315578639,"LAMPASAS ISD",2,21627,9.9,12.4,19.2,19.9,3.3,5.4,91.8,680.425,2.54231869963389e-05,5.47917221862203e-06,2.76475545165804e-05,0.00674684658257554,3664,0.347315928424758,0.0281607509533588,0.257846875916691,0,3409,2.7,26.2,63.2,0.6,0.9,0.8,5.6,52,3.7,14.6,3.6,30.6,7.6,517.8,231,1,2.8,7.1,44.6,13.8,30.6,105490,76468,61428,49219,14,14.8,35.9,11.4,17.1,22.1,1.3,5.6,88.7,0.9,0,0.9,2.6,73.9,9.6,8.8,1.3,349255,1.43,10780.7201525374,43.7,46.9,9.4,0,2525.18069815195,0,11205.1199765327,9703,40.9,11.8,5.6,0.2,4.1,0.2,4.3,1.3,0.6,31,0.00674684658257554,36.8,11.3,25.5,0.811970462799413
"548",548,-0.685968912464817,"LANCASTER ISD",1,2613539,10.4,14,20.9,31.5,3.5,7.7,96.5,832.777777777778,1.22398191244089e-05,1.10924606319181e-06,1.58702148407703e-06,0.0332128029998661,8262,0.301995446631847,0.106602383822151,0.123342707914825,0,7467,75.3,20.6,1.4,0.3,0.2,0.1,2,88.9,7.9,8.6,7.7,31.8,8.3,903.1,439.7,1.1,3.1,10.3,48.7,9.9,26.9,145076,88715,72548,59352,87.2,17,31.9,11.6,44.4,19.4,80.2,6.1,12.9,0,0.2,0,0.5,67.8,9.6,6.3,3.1,305116,1.53,11812.0014731485,45.7,42.4,11.9,0,2383.4206508638,0,16038.5975626088,9877,39,10.7,8.8,0.8,4,0.5,2.4,2.4,1.5,30,0.0332128029998661,98.5,87,11.5,0.355415649736921
"549",549,0.00842020604088972,"LAPOYNOR ISD",4,82150,4.6,17.5,30.3,17.3,3.5,6.4,77.9,0,0,0,0,0,485,0.032051282051282,0,0.0235042735042735,0,468,7.1,12,79.1,0.4,0,0,1.5,57.7,1.9,8.5,1.9,36.3,4.3,70.6,38.5,2.8,4.3,1.7,54.5,14.4,22.3,85093,68000,48182,47943,8.4,12.2,31.9,11.3,9.6,16.6,0,2.5,94.9,0,0,0,2.5,69,7.1,8.6,0.5,397486,1.364,11259.0534188034,43.5,43.9,12.5,0,6587.95726495726,0,10901.0170940171,9083,41.1,7.6,10.3,0,5.1,0.2,3,1.5,0.3,30.8,0,21,5,16,0.158209779393759
"550",550,-0.937287234575354,"LAREDO ISD",2,267114,6.7,20.9,28.7,18.9,3.7,8.5,82.1,762.258333333333,1.36109727138172e-06,0,0,0.000253538981618424,25023,0.172786815972956,0.00654975702514262,0.109148531586731,0,23665,0,99.7,0.1,0,0.2,0,0,96.5,52.7,9.4,52.7,28.8,10.2,3727,1479.3,1,2.3,9.1,39.7,12.3,35.6,102832,84423,71110,61083,97.1,16,21.3,14.3,22,6.9,0.3,96.8,2,0.1,0.8,0,0.1,74.8,5.5,0.6,12,95306,1.467,12189.5738432284,67.7,12.1,20.2,0,2542.66152545954,0,12902.3795478555,10724,39.9,10.6,14.1,2.5,3,0.3,1.5,0.9,2.2,25.1,0.000253538981618424,99.9,98.1,1.80000000000003,-0.421359065703318
"551",551,-0.406840075985633,"LASARA ISD",6,20164,-8.9,30.5,38.1,8.9,8.2,12,55.9,152.6875,0.00163064953650305,0,0,0,332,0.160130718954248,0,0.120915032679739,0,306,0,99,0.3,0.7,0,0,0,83.7,17,10.8,16,51.3,11.8,70.8,27,2.8,1.4,8.4,38.1,13.3,36,96160,75000,61492,51952,95.8,11.3,33.3,13.3,18.5,37.5,0,96.3,3.7,0,0,0,0,82.4,8.5,0,0,94324,1.39,18786.6535947712,76.1,8.5,15.3,0,2821.47712418301,0,20087.1928104575,14684,43.8,3.2,12.2,0.3,3,0.1,1.7,0.4,0.2,35.2,0,99.7,96.3,3.40000000000001,0.527977898704356
"552",552,0.153557518599991,"LATEXO ISD",7,22066,-7,20.9,28.8,15.2,3.1,5.3,68.1,274.3125,0.000473602522306527,0.000122436150461237,0.000740708253536638,0.00441501103752759,495,0.134657836644592,0.0375275938189845,0.0905077262693157,0,453,0.7,10.4,86.1,0,1.3,0,1.5,49.4,2.4,11.5,1.8,43,9.1,65.6,36.5,2.2,1.7,4.9,55.7,13.7,21.8,94300,54632,61210,50461,6.1,12.4,27.4,15.4,17.5,14.3,0,0,97.3,0,0,0,2.7,78.1,7.6,0,0,342031,1.204,11157.5805739514,53,39.8,7.2,0,2881,0,11413.9690949227,10761,46.3,7.2,8.6,0.1,6.3,0.3,3.4,0.7,0,27.2,0.00441501103752759,13.9,2.7,11.2,0.460496192050283
"553",553,0.708289944656754,"LEADERSHIP PREP SCHOOL",1,906422,36.8,6.5,7.1,45.1,3,6.5,141.9,0,0,0,0,0.0093603744149766,1348,0.0413416536661466,0,0.0304212168486739,1,1282,11.2,22.8,31.2,0.5,31,0,3.3,3.8,5.2,7.3,5.1,30.5,10,105.5,65.6,4.7,3.5,8.9,62.2,9.2,11.5,84454,69887,55066,56098,21,19.5,35.3,10.2,29.9,18,6,7.2,83.5,1,0,0,2.3,80.2,9.2,0.3,0,0,0,8487.85803432137,94,4.5,1.5,0,0,192.690327613105,7747.77379095164,7116,57.4,6.2,1.8,0.4,3,0.3,1.1,0.7,0,29.2,0.0093603744149766,68.8,16.5,52.3,-2.60415986494951
"554",554,0.800708711664388,"LEAKEY ISD",9,2758,-16.7,17.7,32.7,17.4,4,6.7,63.8,281.875,0.00197598442769292,0.000283611882562984,0.00123518399127157,0,305,0.306338028169014,0,0.246478873239437,0,284,1.4,37,58.5,0,0,0,3.2,68.7,6.7,14.4,6.3,48.6,5.3,51.2,24.7,3.9,3,7,48.3,0,37.7,77525,71133,35462,48776,23.4,11.5,28.3,14.9,32.1,36.6,8.1,8.1,83.8,0,0,0,0,88.2,4.6,0,0,1080280,1.2,15805.6866197183,8.8,81.4,9.8,0,4061.63028169014,0,17677.8345070423,12782,35.6,8.4,9.9,1.5,3.6,0.5,0,0.6,0.9,39,0,41.6,16.2,25.4,1.07648980306968
"555",555,2.08151603402722,"LEANDER ISD",1,609017,44.1,5.4,6.5,41.3,2.8,5.9,144.7,1023.37669376694,1.07028997426911e-07,2.10514167389196e-08,4.72566529351455e-07,0.000872156406715604,42845,0.0930542432831843,0.00419119606560554,0.0597184872931657,0,41277,4.2,25.8,54.9,0.3,9.3,0.1,5.4,19.4,7.1,12.7,7.7,19,21,5026.7,2753.6,0.4,2.5,11.9,54.8,10.5,19.9,126603,81960,67952,55830,23.5,15,28.4,11.7,27.6,15.1,2.4,11.9,82.4,0.3,1.2,0.3,1.5,69,11.4,3.5,2.1,559444,1.51,11686.8509581607,16.7,77.4,5.9,0,3271.10301136226,0,14770.051626814,8818,48.7,17.4,2.5,0.5,3.2,1.5,2.1,2.1,0.3,21.8,0.000872156406715604,45.1,17.6,27.5,0.243180478871559
"556",556,-1.68716034329656,"LEGACY PREPARATORY",1,2613539,10.4,14,20.9,31.5,3.5,7.7,96.5,0,0,0,0,0.157760814249364,1752,0.110050890585242,0.066793893129771,0.0413486005089059,1,1572,20.5,65.8,9.6,1.3,0.6,0.1,2,77.7,37,8.3,36,40,4.6,166.5,100.3,3,1.7,10.9,60.2,13.4,10.8,107777,94435,74135,51965,76.1,15.7,75.7,5.2,17.7,26.5,25.6,43,22.8,0,6.6,0,2,95.7,2.8,0,0,0,0,9499.7334605598,89.7,2.8,7.5,0,0,539.701017811705,9769.53117048346,9545,60.6,5.1,3.4,3.9,0.6,0.5,0.1,0.3,0,25.6,0.157760814249364,90.3,77.2,13.1,-1.50200622743832
"557",557,-2.01246278742297,"LEGACY SCHOOL OF SPORT SCIENCES",1,4731145,15.6,15,21.3,31.5,3.9,8.9,96.2,0,0,0,0,1.41801385681293,495,0.0346420323325635,0,0,1,433,51,32.3,10.6,0,0.5,0.2,5.3,32.3,1.8,5.5,1.2,43.9,0,41.2,29.1,4.2,2.4,3.2,70.7,0,19.4,86671,91000,39374,49487,80.6,14.9,100,0.8,20.4,19.3,73.2,9.7,10.3,0,0,0,6.9,91.2,0,0,2.2,0,0,8398.81755196305,86.5,13.5,0,0,0,-345.29792147806,9030.46420323326,9908,35.5,1.3,0.6,0.5,5.6,0,9.2,1,0,46.4,1.41801385681293,89.3,89.8,0.500000000000014,-1.67352815696735
