Table with column headers in row 3,,,,,,
"2020 Poverty Estimates for School districts                                                                                                                                                       Source: U.S. Census Bureau, Small Area Income and Poverty Program (SAIPE)                                                                                                              Release date:   December 2021",,,,,,
State Postal Code,State FIPS Code,District ID,Name,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
NH,33,03279,Hale's Location School District,123,2,0
NH,33,03480,Hampstead School District,"8,953","1,318",44
NH,33,03540,Hampton Falls School District,"2,361",238,8
NH,33,03510,Hampton School District,"16,284","1,165",67
NH,33,03600,Hanover School District,"11,605",482,12
NH,33,03630,Harrisville School District,959,97,13
NH,33,03640,Hart's Location School District,42,5,1
NH,33,03660,Haverhill Cooperative School District,"4,778",608,67
NH,33,03690,Henniker School District,"5,040",409,28
NH,33,03720,Hill School District,"1,128",175,14
NH,33,03750,Hillsboro-Deering Cooperative School District,"8,289","1,227",114
NH,33,03780,Hinsdale School District,"3,989",573,62
NH,33,03810,Holderness School District,"2,151",194,19
NH,33,03840,Hollis School District,"8,045",642,17
NH,33,03850,Hollis-Brookline Cooperative School District,"13,259","1,327",26
NH,33,03870,Hooksett School District,"14,032","2,044",94
NH,33,03900,Hopkinton School District,"5,822",918,37
NH,33,03930,Hudson School District,"25,572","4,083",208
NH,33,03960,Inter-Lakes School District,"8,899","1,110",84
NH,33,03990,Jackson School District,858,74,6
NH,33,04030,Jaffrey-Rindge Cooperative School District,"11,338","1,654",118
NH,33,00003,John Stark Regional School District,"14,224",779,29
NH,33,04040,Kearsarge Regional School District,"16,031","2,005",99
NH,33,04050,Keene School District,"23,295","2,618",304
NH,33,04080,Kensington School District,"2,226",177,6
NH,33,04140,Laconia School District,"16,364","2,138",253
NH,33,04150,Lafayette Regional School District,"1,955",106,7
NH,33,04170,Landaff School District,420,47,5
NH,33,04230,Lebanon School District,"13,228","1,464",126
NH,33,03303,Lempster School District,"1,142",141,17
NH,33,04260,Lincoln-Woodstock School District,"3,089",395,39
NH,33,04290,Lisbon Regional School District,"2,165",299,43
NH,33,04350,Litchfield School District,"8,639","1,630",49
NH,33,04380,Littleton School District,"6,025",821,98
NH,33,04410,Londonderry School District,"25,339","4,510",142
NH,33,04500,Lyme School District,"1,746",278,7
NH,33,04560,Madison School District,"2,567",323,41
NH,33,04590,Manchester School District,"114,471","14,338","2,258"
NH,33,04620,Marlborough School District,"2,040",268,33
NH,33,04650,Marlow School District,733,88,11
NH,33,04670,Mascenic Regional School District,"7,527","1,256",110
NH,33,04680,Mascoma Valley Regional School District,"10,711","1,333",102
NH,33,03276,Mason School District,"1,446",212,10
NH,33,04740,Merrimack School District,"26,632","4,293",117
NH,33,04760,Merrimack Valley School District,"18,430","2,619",176
NH,33,04770,Middleton School District,"1,913",290,17
NH,33,04800,Milan School District,"1,261",151,20
NH,33,04830,Milford School District,"15,796","2,525",148
NH,33,00616,Milton School District,"4,900",733,53
NH,33,04890,Monadnock Regional School District,"13,784","1,922",195
NH,33,04920,Monroe School District,802,116,9
NH,33,04950,Mont Vernon School District,"2,537",320,21
NH,33,04960,Moultonborough School District,"4,171",517,46
NH,33,04980,Nashua School District,"90,366","11,989","1,245"
NH,33,05010,Nelson School District,721,95,27
NH,33,05040,New Boston School District,"5,556",968,33
NH,33,05070,New Castle School District,"1,018",101,1
NH,33,05190,Newfields School District,"1,772",145,7
NH,33,05220,Newfound Area School District,"10,504","1,360",130
NH,33,05250,Newington School District,794,87,4
NH,33,05280,Newmarket School District,"9,470","1,006",60
NH,33,05310,Newport School District,"6,434",952,109
NH,33,05370,North Hampton School District,"4,528",435,23
NH,33,05400,Northumberland School District,"2,163",288,35
NH,33,05430,Northwood School District,"4,472",653,37
NH,33,05460,Nottingham School District,"5,042",726,26
NH,33,05520,Oyster River Cooperative School District,"22,159","2,106",38
NH,33,05550,Pelham School District,"13,487","2,295",65
NH,33,05580,Pembroke School District,"7,407","1,126",72
NH,33,99965,Pemi-Baker Regional School District,"19,733",727,61
NH,33,05670,Piermont School District,804,110,12
NH,33,05700,Pittsburg School District,820,87,8
NH,33,05730,Pittsfield School District,"4,288",589,79
NH,33,05760,Plainfield School District,"2,341",366,18
NH,33,05790,Plymouth School District,"7,117",372,51
NH,33,05820,Portsmouth School District,"21,912","2,108",115
NH,33,05830,Profile School District,"4,531",280,15
NH,33,00049,Prospect Mountain High School Joint Maintenance Agreement District,"10,123",508,23
NH,33,05880,Raymond School District,"10,697","1,351",98
NH,33,33009,Rivendell Interstate School District,"1,259",167,15
NH,33,05940,Rochester School District,"31,818","4,503",392
NH,33,05970,Rollinsford School District,"2,699",412,16
NH,33,06000,Rumney School District,"1,498",131,16
NH,33,06030,Rye School District,"5,594",738,30
NH,33,06060,Salem School District,"30,323","4,176",189
NH,33,06080,Sanborn Regional School District,"11,229","1,577",71
NH,33,06150,Seabrook School District,"9,148",629,77
NH,33,06180,Shaker Regional School District,"9,986","1,417",101
NH,33,06240,Somersworth School District,"12,566","1,814",158
NH,33,06260,Souhegan Cooperative School District,"14,237",905,20
NH,33,06270,South Hampton School District,861,110,6
NH,33,06330,Stark School District,517,56,11
NH,33,06360,Stewartstown School District,939,120,24
NH,33,06390,Stoddard School District,"1,218",165,12
NH,33,06420,Strafford School District,"4,257",733,19
NH,33,06450,Stratford School District,704,78,17
NH,33,06480,Stratham School District,"7,666",553,11
NH,33,03293,Sullivan School District,669,78,8
NH,33,06540,Sunapee School District,"3,325",455,24
NH,33,03275,Surry School District,734,71,2
NH,33,06600,Tamworth School District,"2,944",322,62
NH,33,06660,Thornton School District,"2,533",207,23
NH,33,06720,Timberlane Regional School District,"26,098","3,951",136
NH,33,06750,Unity School District,"1,650",178,18
NH,33,06780,Wakefield School District,"5,236",639,56
NH,33,06870,Warren School District,916,122,13
NH,33,06900,Washington School District,"1,111",168,17
NH,33,06910,Waterville Valley School District,251,34,1
NH,33,06930,Weare School District,"9,184","1,040",59
NH,33,06990,Wentworth School District,927,67,10
NH,33,07020,Westmoreland School District,"1,710",221,12
NH,33,07050,White Mountain Regional School District,"8,170","1,084",129
NH,33,07115,Wilton-Lyndeborough School District,"5,604",837,63
NH,33,07140,Winchester School District,"4,296",625,97
NH,33,07170,Windham School District,"14,316","2,473",48
NH,33,07200,Windsor School District,234,33,3
NH,33,07230,Winnacunnet Cooperative School District,"32,322","1,286",55
NH,33,07300,Winnisquam Regional School District,"11,717","1,634",124
NJ,34,00660,Absecon City School District,"8,145","1,133",170
NJ,34,00690,Alexandria Township School District,"4,801",510,18
NJ,34,00720,Allamuchy Township School District,"4,194",474,14
NJ,34,00750,Allendale Borough School District,"6,687",951,23
NJ,34,00780,Allenhurst Borough School District,486,50,4
NJ,34,00810,Alloway Township School District,"3,296",630,40
NJ,34,00840,Alpha Borough School District,"2,306",311,37
NJ,34,00870,Alpine Borough School District,"1,869",321,13
NJ,34,00900,Andover Regional School District,"6,480",869,32
NJ,34,00930,Asbury Park City School District,"15,809","2,196",479
NJ,34,00960,Atlantic City School District,"37,884","5,759","2,220"
NJ,34,01020,Atlantic Highlands Borough School District,"4,298",271,10
NJ,34,01050,Audubon Borough School District,"9,713","1,305",71
NJ,34,01110,Avalon Borough School District,"1,255",75,7
NJ,34,01140,Avon-by-the-Sea Borough School District,"1,864",228,24
NJ,34,16470,Barnegat Township School District,"22,295","3,638",477
NJ,34,01170,Barrington Borough School District,"6,874",930,78
NJ,34,01200,Bass River Township School District,"1,439",93,15
NJ,34,01230,Bay Head Borough School District,"1,034",139,8
NJ,34,01260,Bayonne City School District,"66,729","10,492","1,980"
NJ,34,01290,Beach Haven Borough School District,"1,248",64,6
NJ,34,01320,Bedminster Township School District,"8,296",905,41
NJ,34,01350,Belleville Town School District,"36,601","5,415",799
NJ,34,01380,Bellmawr Borough School District,"11,463","1,012",196
NJ,34,01410,Belmar Borough School District,"5,691",582,59
NJ,34,01440,Belvidere Town School District,"2,611",418,32
NJ,34,01500,Bergenfield Borough School District,"27,589","4,452",305
NJ,34,01530,Berkeley Heights Township School District,"13,590","2,756",43
NJ,34,01560,Berkeley Township School District,"44,087","2,206",271
NJ,34,01590,Berlin Borough School District,"7,497",834,49
NJ,34,01620,Berlin Township School District,"5,307",790,120
NJ,34,01650,Bernards Township School District,"27,186","5,500",97
NJ,34,01710,Bethlehem Township School District,"3,932",458,9
NJ,34,01740,Beverly City School District,"2,538",359,54
NJ,34,01770,Black Horse Pike Regional School District,"83,636","4,584",428
NJ,34,01800,Blairstown Township School District,"7,403",564,27
NJ,34,01830,Bloomfield Township School District,"48,382","6,811",742
NJ,34,01860,Bloomingdale Borough School District,"7,644","1,122",188
NJ,34,01890,Bloomsbury Borough School District,856,131,8
NJ,34,01920,Bogota Borough School District,"8,404","1,398",152
NJ,34,01950,Boonton Town School District,"8,315","1,036",112
NJ,34,01980,Boonton Township School District,"4,263",762,22
NJ,34,02030,Bordentown Regional School District,"15,772","2,402",99
NJ,34,02100,Bound Brook Borough School District,"10,606","1,413",200
NJ,34,02130,Bradley Beach Borough School District,"4,314",359,39
NJ,34,02160,Branchburg Township School District,"14,719","2,551",56
NJ,34,02220,Brick Township School District,"79,954","12,911","1,262"
NJ,34,02250,Bridgeton City School District,"23,820","4,454",957
NJ,34,02280,Bridgewater-Raritan Regional School District,"52,244","8,834",319
NJ,34,02310,Brielle Borough School District,"4,655",904,18
NJ,34,02340,Brigantine City School District,"9,051","1,015",114
NJ,34,02370,Brooklawn Borough School District,"1,912",298,56
NJ,34,02400,Buena Regional School District,"11,647","1,915",278
NJ,34,02430,Burlington City School District,"9,884","1,489",230
NJ,34,02460,Burlington Township School District,"22,480","4,090",225
NJ,34,02520,Butler Borough School District,"7,635",964,58
NJ,34,02550,Byram Township School District,"7,912",844,29
NJ,34,02580,Caldwell-West Caldwell School District,"18,980","2,960",121
NJ,34,02610,Califon Borough School District,"1,042",124,1
NJ,34,02640,Camden City School District,"75,867","15,268","5,241"
NJ,34,02700,Cape May City School District,"3,404",151,20
NJ,34,02760,Cape May Point Borough School District,274,9,0
NJ,34,02790,Carlstadt Borough School District,"6,296",601,63
NJ,34,02800,Carlstadt-East Rutherford School District,"15,458",605,44
NJ,34,02820,Carteret Borough School District,"23,202","4,116",660
NJ,34,02850,Cedar Grove Township School District,"12,684","1,848",69
NJ,34,02910,Central Regional School District,"52,725","2,389",293
NJ,34,03000,Cherry Hill Township School District,"69,886","11,483",769
NJ,34,03030,Chesilhurst Borough School District,"1,605",201,37
NJ,34,03060,Chester Township School District,"9,460","1,337",28
NJ,34,03090,Chesterfield Township School District,"7,623",471,9
NJ,34,03120,Cinnaminson Township School District,"15,490","2,401",81
NJ,34,03150,Clark Township School District,"15,262","2,367",112
NJ,34,03180,Clayton Borough School District,"8,311","1,423",147
NJ,34,03210,Clearview Regional School District,"28,097","2,684",114
NJ,34,03240,Clementon Borough School District,"4,924",695,126
NJ,34,03270,Cliffside Park Borough School District,"24,209","2,529",414
NJ,34,03300,Clifton City School District,"83,971","12,623","2,469"
NJ,34,03330,Clinton Town-Glen Gardner School District,"4,599",414,14
NJ,34,03360,Clinton Township School District,"13,237","1,302",32
NJ,34,03390,Closter Borough School District,"8,650","1,155",52
NJ,34,03420,Collingswood Borough School District,"13,756","1,675",176
NJ,34,03450,Colts Neck Township School District,"10,012","1,360",41
NJ,34,03480,Commercial Township School District,"4,860",932,164
NJ,34,03510,Corbin City School District,475,69,8
NJ,34,03540,Cranbury Township School District,"3,921",888,21
NJ,34,03570,Cranford Township School District,"23,432","4,152",90
NJ,34,03600,Cresskill Borough School District,"8,772","1,823",69
NJ,34,03620,Cumberland Regional School District,"22,889","1,282",160
NJ,34,03630,Deal Borough School District,736,73,9
NJ,34,03660,Deerfield Township School District,"2,941",403,38
NJ,34,03690,Delanco Township School District,"4,253",536,46
NJ,34,03720,Delaware Township School District,"4,477",373,13
NJ,34,03750,Delaware Valley Regional School District,"16,328",837,27
NJ,34,03780,Delran Township School District,"16,850","2,734",146
NJ,34,15450,Delsea Regional High School School District,"21,293","1,780",111
NJ,34,03810,Demarest Borough School District,"5,032",681,25
NJ,34,03840,Dennis Township School District,"6,062",968,110
NJ,34,03870,Denville Township School District,"16,639","1,784",53
NJ,34,03900,Deptford Township School District,"31,100","4,272",343
NJ,34,03930,Dover Town School District,"19,619","2,520",407
NJ,34,03960,Downe Township School District,"1,500",225,21
NJ,34,03990,Dumont Borough School District,"17,879","2,921",126
NJ,34,04020,Dunellen Borough School District,"7,331","1,220",110
NJ,34,04050,Eagleswood Township School District,"1,709",135,22
NJ,34,04080,East Amwell Township School District,"3,904",381,15
NJ,34,04110,East Brunswick Township School District,"48,210","8,963",451
NJ,34,04140,East Greenwich Township School District,"9,656",982,34
NJ,34,04170,East Hanover Township School District,"11,128","1,103",33
NJ,34,04200,East Newark Borough School District,"2,593",386,106
NJ,34,04230,East Orange City School District,"65,710","11,518","2,754"
NJ,34,04290,East Rutherford Borough School District,"9,162",735,65
NJ,34,04320,East Windsor Regional School District,"32,686","5,244",374
NJ,34,04350,Eastampton Township School District,"6,045",646,32
NJ,34,04380,Eastern Camden County Regional School District,"38,660","2,120",100
NJ,34,04410,Eatontown Borough School District,"12,445","1,055",119
NJ,34,04440,Edgewater Borough School District,"11,838","1,036",73
NJ,34,04470,Edgewater Park Township School District,"8,869","1,124",114
NJ,34,04500,Edison Township School District,"101,876","15,760",934
NJ,34,04530,Egg Harbor City School District,"4,075",425,105
NJ,34,04560,Egg Harbor Township School District,"41,589","7,505",945
NJ,34,04590,Elizabeth City School District,"129,390","21,902","4,423"
NJ,34,04620,Elk Township School District,"4,228",351,24
NJ,34,04660,Elmwood Park Borough School District,"20,029","2,782",272
NJ,34,04680,Elsinboro Township School District,977,120,13
NJ,34,04710,Emerson Borough School District,"7,592","1,307",31
NJ,34,04740,Englewood City School District,"27,874","4,037",478
NJ,34,04770,Englewood Cliffs Borough School District,"5,458",852,55
NJ,34,04830,Essex Fells Borough School District,"2,161",253,7
NJ,34,04860,Estell Manor City School District,"1,678",296,31
NJ,34,04890,Evesham Township School District,"45,175","4,766",159
NJ,34,04920,Ewing Township School District,"36,240","4,056",398
NJ,34,04950,Fair Haven Borough School District,"5,996",956,24
NJ,34,04980,Fair Lawn Borough School District,"33,284","5,189",227
NJ,34,05010,Fairfield Township School District,"7,608",671,36
NJ,34,05040,Fairfield Township School District,"5,890",533,93
NJ,34,05070,Fairview Borough School District,"14,226","1,735",421
NJ,34,05130,Farmingdale Borough School District,"1,299",117,16
NJ,34,05190,Flemington-Raritan Regional School District,"26,249","2,732",131
NJ,34,05220,Florence Township School District,"12,068","1,731",123
NJ,34,05250,Florham Park Borough School District,"11,791","1,022",33
NJ,34,05280,Folsom Borough School District,"1,814",288,30
NJ,34,05310,Fort Lee Borough School District,"36,416","4,000",335
NJ,34,05340,Frankford Township School District,"6,001",501,25
NJ,34,05400,Franklin Borough School District,"4,760",413,48
NJ,34,05370,Franklin Lakes Borough School District,"10,879","1,506",49
NJ,34,05430,Franklin Township School District,"17,066","1,353",106
NJ,34,05460,Franklin Township School District,"3,142",324,15
NJ,34,05490,Franklin Township School District,"63,464","8,251",643
NJ,34,05520,Franklin Township School District,"3,068",239,16
NJ,34,05550,Fredon Township School District,"3,179",272,14
NJ,34,05580,Freehold Borough School District,"11,817","1,155",203
NJ,34,05610,Freehold Regional School District,"188,030","11,521",456
NJ,34,05640,Freehold Township School District,"35,520","3,930",164
NJ,34,05670,Frelinghuysen Township School District,"2,184",159,8
NJ,34,05700,Frenchtown Borough School District,"1,365",112,7
NJ,34,05730,Galloway Township School District,"35,648","3,369",488
NJ,34,05760,Garfield City School District,"31,349","4,783",732
NJ,34,05790,Garwood Borough School District,"4,381",590,25
NJ,34,05820,Gateway Regional School District,"12,858",934,68
NJ,34,05850,Gibbsboro Borough School District,"2,246",222,23
NJ,34,05880,Glassboro Borough School District,"18,866","2,295",305
NJ,34,05940,Glen Ridge Borough School District,"7,667","1,817",91
NJ,34,05970,Glen Rock Borough School District,"11,905","2,647",33
NJ,34,06000,Gloucester City School District,"11,303","1,895",408
NJ,34,06030,Gloucester Township School District,"63,819","7,156",833
NJ,34,00008,Great Meadows Regional School District,"8,360","1,237",69
NJ,34,06060,Greater Egg Harbor Regional School District,"70,991","3,882",467
NJ,34,06120,Green Brook Township School District,"7,303","1,300",49
NJ,34,06090,Green Township School District,"3,398",595,17
NJ,34,06150,Greenwich Township School District,750,84,10
NJ,34,06180,Greenwich Township School District,"4,983",693,52
NJ,34,06210,Greenwich Township School District,"5,546","1,187",51
NJ,34,06240,Guttenberg Town School District,"11,854","1,602",332
NJ,34,06270,Hackensack City School District,"44,225","5,016",702
NJ,34,06300,Hackettstown Town School District,"9,448","1,112",83
NJ,34,06330,Haddon Heights Borough School District,"7,369","1,139",58
NJ,34,06360,Haddon Township School District,"14,488","2,118",129
NJ,34,06390,Haddonfield Borough School District,"11,463","2,299",43
NJ,34,06420,Hainesport Township School District,"6,099",730,36
NJ,34,06450,Haledon Borough School District,"8,302","1,030",273
NJ,34,06480,Hamburg Borough School District,"3,126",244,24
NJ,34,06510,Hamilton Township School District,"25,385","2,749",421
NJ,34,06540,Hamilton Township School District,"88,380","13,218","1,223"
NJ,34,06570,Hammonton Town School District,"14,153","2,187",267
NJ,34,06600,Hampton Borough School District,"1,347",116,9
NJ,34,06630,Hampton Township School District,"4,873",313,14
NJ,34,06660,Hanover Park Regional School District,"36,604","1,571",39
NJ,34,06690,Hanover Township School District,"13,685","1,373",40
NJ,34,06720,Harding Township School District,"3,790",662,19
NJ,34,06780,Hardyston Township School District,"7,683",628,41
NJ,34,06810,Harmony Township School District,"2,561",346,16
NJ,34,06840,Harrington Park Borough School District,"4,796",700,50
NJ,34,06870,Harrison Town School District,"14,335","1,990",366
NJ,34,06900,Harrison Township School District,"12,574","1,433",63
NJ,34,06930,Hasbrouck Heights Borough School District,"12,288","1,898",103
NJ,34,06960,Haworth Borough School District,"3,468",508,9
NJ,34,06990,Hawthorne Borough School District,"18,741","2,774",311
NJ,34,13680,Hazlet Township School District,"19,936","3,058",131
NJ,34,07050,Henry Hudson Regional School District,"9,225",455,27
NJ,34,07080,Hi-Nella Borough School District,859,110,19
NJ,34,07110,High Bridge Borough School District,"3,571",332,23
NJ,34,07140,High Point Regional School District,"21,047","1,034",56
NJ,34,07170,Highland Park Borough School District,"14,200","2,074",161
NJ,34,07200,Highlands Borough School District,"4,927",192,23
NJ,34,07230,Hillsborough Township School District,"39,437","6,958",193
NJ,34,07260,Hillsdale Borough School District,"10,469","1,402",43
NJ,34,07290,Hillside Township School District,"22,221","3,708",413
NJ,34,07320,Ho-Ho-Kus Borough School District,"4,198",901,21
NJ,34,07350,Hoboken City School District,"52,968","2,771",180
NJ,34,07380,Holland Township School District,"5,206",495,13
NJ,34,07410,Holmdel Township School District,"16,467","3,040",88
NJ,34,07440,Hopatcong Borough School District,"14,226","1,853",104
NJ,34,07470,Hope Township School District,"1,879",275,9
NJ,34,07500,Hopewell Township School District,"4,813",514,53
NJ,34,07530,Hopewell Valley Regional School District,"22,802","4,370",106
NJ,34,07560,Howell Township School District,"50,054","5,875",313
NJ,34,07590,Hunterdon Central Regional School District,"50,419","2,511",86
NJ,34,07650,Interlaken Borough School District,804,78,5
NJ,34,07680,Irvington Township School District,"54,975","9,163","2,273"
NJ,34,07710,Island Heights Borough School District,"1,748",139,11
NJ,34,07740,Jackson Township School District,"58,478","11,631","1,264"
NJ,34,07770,Jamesburg Borough School District,"5,956",946,90
NJ,34,07800,Jefferson Township School District,"21,237","3,384",129
NJ,34,07830,Jersey City School District,"262,204","35,448","7,370"
NJ,34,34001,Joint Base McGuire-Dix-Lakehurst,"11,380","1,188",44
NJ,34,07860,Keansburg Borough School District,"9,898","1,429",300
NJ,34,07890,Kearny Town School District,"43,110","6,313",943
NJ,34,07920,Kenilworth Borough School District,"8,197","1,314",121
NJ,34,07950,Keyport Borough School District,"7,083",838,91
NJ,34,07980,Kingsway Regional School District,"25,904","2,034",68
NJ,34,08010,Kingwood Township School District,"3,750",345,18
NJ,34,08040,Kinnelon Borough School District,"10,096","1,982",51
NJ,34,08060,Kittatinny Regional School District,"13,822","1,000",36
NJ,34,08070,Knowlton Township School District,"2,975",212,14
NJ,34,08100,Lacey Township School District,"29,449","5,341",488
NJ,34,08130,Lafayette Township School District,"2,366",228,9
NJ,34,15150,Lake Como Borough School District,"1,730",212,24
NJ,34,08160,Lakehurst Borough School District,"2,827",613,103
NJ,34,08190,Lakeland Regional School District,"23,276","1,254",60
NJ,34,08220,Lakewood Township School District,"98,864","24,873","8,352"
NJ,34,08280,Laurel Springs Borough School District,"1,880",296,29
NJ,34,08310,Lavallette Borough School District,"1,998",191,28
NJ,34,08340,Lawnside Borough School District,"2,909",489,82
NJ,34,08370,Lawrence Township School District,"3,085",649,124
NJ,34,08400,Lawrence Township School District,"33,426","4,543",253
NJ,34,08430,Lebanon Borough School District,"1,331",98,5
NJ,34,08460,Lebanon Township School District,"6,206",595,25
NJ,34,08490,Lenape Regional School District,"139,483","7,498",202
NJ,34,08500,Lenape Valley Regional School District,"14,530",696,47
NJ,34,08520,Leonia Borough School District,"9,194","1,518",117
NJ,34,08580,Lincoln Park Borough School District,"10,513","1,213",60
NJ,34,08610,Linden City School District,"41,966","6,545",805
NJ,34,08640,Lindenwold Borough School District,"17,383","2,268",519
NJ,34,08670,Linwood City School District,"6,790",790,70
NJ,34,08700,Little Egg Harbor Township School District,"21,364","1,700",284
NJ,34,08730,Little Falls Township School District,"14,388",927,114
NJ,34,08760,Little Ferry Borough School District,"10,935","1,425",150
NJ,34,08790,Little Silver Borough School District,"5,839",769,12
NJ,34,08820,Livingston Township School District,"30,008","6,088",179
NJ,34,00790,Loch Arbour School District,191,27,2
NJ,34,08850,Lodi Borough School District,"24,764","3,498",461
NJ,34,08880,Logan Township School District,"6,139","1,137",45
NJ,34,08910,Long Beach Island School District,"6,738",256,29
NJ,34,08940,Long Branch City School District,"30,135","3,768",691
NJ,34,12660,Long Hill Township School District,"8,698","1,008",34
NJ,34,08671,Longport Borough School District,857,80,4
NJ,34,09000,Lopatcong Township School District,"7,831","1,107",50
NJ,34,09030,Lower Alloways Creek Township School District,"1,682",262,29
NJ,34,09090,Lower Cape May Regional School District,"25,902","1,647",244
NJ,34,09150,Lower Township School District,"21,543","1,430",255
NJ,34,09180,Lumberton Township School District,"12,489","1,588",117
NJ,34,09210,Lyndhurst Township School District,"21,125","2,647",230
NJ,34,09240,Madison Borough School District,"15,687","2,393",70
NJ,34,09300,Magnolia Borough School District,"4,296",422,55
NJ,34,09330,Mahwah Township School District,"26,606","3,863",145
NJ,34,09360,Mainland Regional School District,"25,296","1,490",113
NJ,34,09390,Manalapan-Englishtown Regional School District,"40,028","4,611",157
NJ,34,09420,Manasquan Borough School District,"5,790",934,32
NJ,34,09450,Manchester Township School District,"45,870","3,617",414
NJ,34,09480,Mannington Township School District,"1,686",204,29
NJ,34,09510,Mansfield Township School District,"8,539",646,19
NJ,34,09540,Mansfield Township School District,"7,491",557,51
NJ,34,09600,Mantua Township School District,"15,523","1,327",75
NJ,34,09630,Manville Borough School District,"10,531","1,244",143
NJ,34,09660,Maple Shade Township School District,"19,059","2,106",183
NJ,34,09690,Margate City School District,"6,086",608,46
NJ,34,09720,Marlboro Township School District,"39,302","5,477",170
NJ,34,09750,Matawan-Aberdeen Regional School District,"26,452","3,701",240
NJ,34,09780,Maurice River Township School District,"7,177",550,48
NJ,34,09810,Maywood Borough School District,"9,816","1,367",80
NJ,34,09840,Medford Lakes Borough School District,"4,133",510,10
NJ,34,09870,Medford Township School District,"22,898","2,873",62
NJ,34,09900,Mendham Borough School District,"4,982",628,12
NJ,34,09930,Mendham Township School District,"5,859",852,14
NJ,34,09960,Merchantville Borough School District,"3,731",538,68
NJ,34,09990,Metuchen Borough School District,"13,795","2,334",69
NJ,34,10020,Middle Township School District,"17,820","2,581",423
NJ,34,10050,Middlesex Borough School District,"13,847","2,238",190
NJ,34,10110,Middletown Township School District,"65,250","10,571",344
NJ,34,10140,Midland Park Borough School District,"7,355","1,281",35
NJ,34,10170,Milford Borough School District,"1,207",86,5
NJ,34,10200,Millburn Township School District,"20,569","5,108",180
NJ,34,10230,Millstone Township School District,"10,464","2,201",73
NJ,34,10290,Milltown Borough School District,"7,000","1,070",37
NJ,34,10320,Millville City School District,"26,679","5,247",944
NJ,34,10350,Mine Hill Township School District,"3,639",528,46
NJ,34,10380,Monmouth Beach Borough School District,"3,224",301,8
NJ,34,10440,Monmouth Regional School District,"31,151","1,252",76
NJ,34,10470,Monroe Township School District,"36,668","6,290",473
NJ,34,10500,Monroe Township School District,"39,811","5,569",156
NJ,34,10530,Montague Township School District,"3,636",483,44
NJ,34,10560,Montclair Town School District,"38,472","7,188",373
NJ,34,10590,Montgomery Township School District,"23,353","5,170",167
NJ,34,10620,Montvale Borough School District,"8,063","1,072",32
NJ,34,10650,Montville Township School District,"21,456","3,806",115
NJ,34,10680,Moonachie Borough School District,"2,765",367,49
NJ,34,10710,Moorestown Township School District,"20,655","4,140",113
NJ,34,10740,Morris Hills Regional School District,"53,664","2,763",110
NJ,34,10770,Morris Plains Borough School District,"5,519",867,27
NJ,34,10810,Morris Township School District,"40,666","4,985",385
NJ,34,10860,Mount Arlington Borough School District,"5,026",568,29
NJ,34,10890,Mount Ephraim Borough School District,"4,613",639,86
NJ,34,10920,Mount Holly Township School District,"9,509",930,109
NJ,34,10950,Mount Laurel Township School District,"41,678","4,125",151
NJ,34,10980,Mount Olive Township School District,"28,118","4,763",203
NJ,34,11010,Mountain Lakes Borough School District,"4,152","1,064",17
NJ,34,11040,Mountainside Borough School District,"6,891","1,172",36
NJ,34,11070,Mullica Township School District,"5,883",606,88
NJ,34,11100,National Park Borough School District,"3,082",236,23
NJ,34,11130,Neptune City School District,"4,721",547,65
NJ,34,11160,Neptune Township School District,"27,364","3,673",454
NJ,34,11190,Netcong Borough School District,"3,224",241,30
NJ,34,11220,New Brunswick City School District,"55,349","7,418","1,617"
NJ,34,11250,New Hanover Township School District,"1,494",247,27
NJ,34,11280,New Milford Borough School District,"16,801","2,439",119
NJ,34,11310,New Providence Borough School District,"12,644","2,438",42
NJ,34,11340,Newark City School District,"282,823","48,470","14,394"
NJ,34,11370,Newfield Elementary School District,"1,611",268,18
NJ,34,11400,Newton Town School District,"7,638",908,116
NJ,34,11430,North Arlington Borough School District,"15,825","1,841",134
NJ,34,11460,North Bergen Township School District,"64,365","9,398","1,735"
NJ,34,11490,North Brunswick Township School District,"42,069","6,374",547
NJ,34,11520,North Caldwell Borough School District,"6,306",690,24
NJ,34,11550,North Haledon Borough School District,"8,402",815,82
NJ,34,11580,North Hanover Township School District,"4,713",375,27
NJ,34,11610,North Hunterdon-Voorhees Regional School District,"50,035","2,449",65
NJ,34,11640,North Plainfield Borough School District,"22,150","3,252",424
NJ,34,09550,North Warren Regional School District,"12,561",993,45
NJ,34,11670,North Wildwood City School District,"3,808",322,67
NJ,34,11700,Northern Burlington Regional School District,"24,259","1,571",57
NJ,34,11730,Northern Highlands Regional School District,"15,078","1,124",23
NJ,34,11760,Northern Valley Regional School District,"38,495","2,810",78
NJ,34,11790,Northfield City School District,"8,166",935,134
NJ,34,11820,Northvale Borough School District,"4,744",571,24
NJ,34,11850,Norwood Borough School District,"5,892",698,28
NJ,34,11880,Nutley Town School District,"28,982","4,232",234
NJ,34,11910,Oakland Borough School District,"13,109","1,739",46
NJ,34,11940,Oaklyn Borough School District,"3,985",519,48
NJ,34,11970,Ocean City School District,"11,013","1,133",147
NJ,34,12030,Ocean Gate Borough School District,"2,134",180,37
NJ,34,12060,Ocean Township School District,"26,770","4,009",287
