Table with column headers in row 3,,,,,,
"2020 Poverty Estimates for School districts                                                                                                                                                       Source: U.S. Census Bureau, Small Area Income and Poverty Program (SAIPE)                                                                                                              Release date:   December 2021",,,,,,
State Postal Code,State FIPS Code,District ID,Name,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
ID,16,03240,Twin Falls School District 411,"58,430","11,101","1,289"
ID,16,03270,Valley School District 262,"3,155",725,85
ID,16,00600,Vallivue School District 139,"47,992","10,049",950
ID,16,03300,Wallace School District 393,"4,289",576,132
ID,16,03330,Weiser School District 431,"8,601","1,553",266
ID,16,03360,Wendell School District 232,"5,460","1,192",182
ID,16,00001,West Bonner County School District 83,"12,911","1,886",327
ID,16,03400,West Jefferson School District 253,"2,660",800,109
ID,16,03420,West Side Joint School District 202,"2,523",634,67
ID,16,00010,Whitepine Joint School District 288,"1,811",318,48
ID,16,03480,Wilder School District 133,"3,759",735,82
IL,17,00105,A-C Central Community Unit School District 262,"2,300",374,46
IL,17,01413,Abingdon-Avon Community Unit School District 276,"5,659",852,149
IL,17,03150,Addison School District 4,"37,417","4,191",405
IL,17,32580,Adlai E. Stevenson High School District 125,"60,322","3,947",116
IL,17,03210,Akin Community Consolidated School District 91,765,101,15
IL,17,03270,Albers School District 63,"1,394",157,8
IL,17,03300,Alden-Hebron School District 19,"3,058",442,63
IL,17,03420,Allen Township Community Consolidated School District 65,954,110,11
IL,17,03450,Allendale Community Consolidated School District 17,955,159,20
IL,17,03480,Alsip-Hazelgreen-Oaklawn School District 126,"16,666","1,673",247
IL,17,03510,Altamont Community Unit School District 10,"4,896",876,97
IL,17,03600,Alton Community Unit School District 11,"47,900","7,400","1,118"
IL,17,03660,Alwood Community Unit School District 225,"2,297",347,27
IL,17,03690,Amboy Community Unit School District 272,"4,908",804,82
IL,17,03750,Anna Community Consolidated School District 37,"6,552",644,133
IL,17,03780,Anna Jonesboro Community High School District 81,"10,475",506,69
IL,17,03810,Annawan Community Unit School District 226,"1,995",329,33
IL,17,03840,Antioch Community Consolidated School District 34,"23,519","3,027",190
IL,17,03870,Antioch Community High School District 117,"44,421","2,593",119
IL,17,03900,Aptakisic-Tripp Community Consolidated School District,"18,442","1,747",78
IL,17,03930,Arbor Park School District 145,"12,790","1,362",181
IL,17,03960,Arcola Consolidated Unit School District 306,"4,355",917,81
IL,17,03990,Argenta-Oreana Community Unit School District 1,"5,965",946,102
IL,17,04020,Argo Community High School District 217,"39,793","1,955",345
IL,17,04140,Arlington Heights School District 25,"49,242","5,555",172
IL,17,04230,Armstrong Township High School District 225,"1,377",88,9
IL,17,04200,Armstrong-Ellis Consolidated School District 61,843,77,14
IL,17,04260,Arthur Community Unit School District 305,"9,777","1,950",233
IL,17,04340,Ashley Community Consolidated School District 15,"1,918",184,23
IL,17,04380,Ashton Community Unit School District 275,"3,636",615,69
IL,17,04440,Astoria Community Unit School District 1,"1,904",297,45
IL,17,04470,Athens Community Unit School District 213,"5,438",986,78
IL,17,04560,Atwood Heights School District 125,"7,477",754,105
IL,17,04620,Auburn Community Unit School District 10,"6,836","1,302",123
IL,17,04680,Aurora East Unit School District 131,"89,436","17,601","2,383"
IL,17,04710,Aurora West Unit School District 129,"75,536","13,439","1,360"
IL,17,04740,Aviston School District 21,"2,500",315,5
IL,17,04800,Avoca School District 37,"6,163",684,41
IL,17,04920,Ball-Chatham Community Unit School District 5,"26,152","4,448",229
IL,17,04950,Bannockburn School District 106,"2,196",181,25
IL,17,05050,Barrington Community Unit School District 220,"43,697","8,739",449
IL,17,05160,Bartelso School District 57,"1,078",127,6
IL,17,05190,Bartonville School District 66,"1,990",209,33
IL,17,05220,Batavia Unit School District 101,"32,809","6,524",224
IL,17,00010,Beach Park Community Consolidated School District 3,"20,027","2,377",303
IL,17,05310,Beardstown Community Unit School District 15,"7,037","1,287",199
IL,17,05460,Beecher City Community Unit School District 20,"2,490",373,38
IL,17,05430,Beecher Community Unit School District 200U,"6,752","1,134",82
IL,17,05580,Belle Valley School District 119,"8,056",875,152
IL,17,05610,Belleville School District 118,"37,117","3,579",686
IL,17,05640,Belleville Township High School District 201,"104,696","5,241",629
IL,17,05760,Bellwood School District 88,"22,284","2,743",537
IL,17,05790,Belvidere Consolidated Unit School District 100,"44,071","8,204",761
IL,17,05820,Bement Community Unit School District 5,"2,364",396,41
IL,17,05880,Benjamin School District 25,"6,918",808,31
IL,17,05910,Bensenville School District 2,"19,522","1,977",187
IL,17,05950,Benton Community Consolidated School District 47,"9,682",926,196
IL,17,05970,Benton Consolidated High School District 103,"12,047",592,90
IL,17,06000,Berkeley School District 87,"21,647","2,701",418
IL,17,06060,Berwyn North School District 98,"24,864","3,312",552
IL,17,06090,Berwyn South School District 100,"30,840","3,660",528
IL,17,06120,Bethalto Consolidated Unit School District 8,"15,352","2,597",309
IL,17,06180,Bethel School District 82,"1,156",134,38
IL,17,06270,Big Hollow School District 38,"14,157","1,630",106
IL,17,06390,Bismarck-Henning Consolidated Unit School District,"4,255",760,105
IL,17,06420,Bloom Township High School District 206,"63,955","4,107","1,028"
IL,17,06450,Bloomingdale School District 13,"13,540","1,133",57
IL,17,06480,Bloomington School District 87,"44,906","6,351",929
IL,17,00003,Blue Ridge Community Unit School District 18,"4,957",731,70
IL,17,01417,Bluford Unit School District 318,"3,105",475,54
IL,17,17730,Bond County Community Unit School District 2,"12,428","1,709",220
IL,17,06750,Bourbonnais School District 53,"23,106","2,583",338
IL,17,06840,Braceville School District 75,"1,437",186,23
IL,17,06880,Bradford Community Unit School District 1,"1,473",277,41
IL,17,06930,Bradley School District 61,"11,785","1,263",242
IL,17,06960,Bradley-Bourbonnais Consolidated High School District 307,"38,490","2,005",224
IL,17,07010,Breese School District 12,"7,052",773,52
IL,17,07050,Bremen Community High School District 228,"92,182","5,469",756
IL,17,07200,Brimfield Community Unit School District 309,"3,725",719,31
IL,17,07320,Brookfield School District 95,"10,705","1,073",54
IL,17,23640,Brooklyn Community Unit School District 188,710,131,57
IL,17,16950,Brookwood School District 167,"10,674","1,229",280
IL,17,27300,Brown County Community Unit School District 1,"6,536",737,82
IL,17,07440,Brownstown Community Unit School District 201,"2,185",353,60
IL,17,00102,Brussels Community Unit School District 42,"1,203",179,12
IL,17,07740,Buncombe Consolidated School District 43,679,86,12
IL,17,07770,Bunker Hill Community Unit School District 8,"3,989",630,72
IL,17,36810,Burbank School District 111,"29,853","3,281",625
IL,17,00125,Bureau Valley Community Unit School District 340,"6,266","1,049",137
IL,17,07860,Burnham School District 154-5,"1,519",198,47
IL,17,07950,Bushnell-Prairie City Community Unit School District 170,"3,987",757,110
IL,17,07980,Butler School District 53,"4,900",392,17
IL,17,08010,Byron Community Unit School District 226,"7,276","1,353",75
IL,17,08040,Cahokia Community Unit School District 187,"18,524","4,085","1,456"
IL,17,08070,Cairo Community Unit School District 1,"2,145",384,165
IL,17,18180,Calhoun Community Unit School District 40,"3,175",486,56
IL,17,41520,Calumet City School District 155,"11,399","1,451",321
IL,17,08130,Calumet Public School District 132,"10,569","1,232",327
IL,17,08160,Cambridge Community Unit School District 227,"2,884",453,44
IL,17,08220,Camp Point Community Unit School District 3,"4,861",891,86
IL,17,08280,Canton Union School District 66,"16,453","2,190",357
IL,17,08310,Carbon Cliff-Barstow School District 36,"1,681",257,58
IL,17,08370,Carbondale Community High School District 165,"35,331","1,205",278
IL,17,08340,Carbondale Elementary School District 95,"25,308","1,461",472
IL,17,08430,Carlinville Community Unit School District 1,"8,819","1,283",185
IL,17,08460,Carlyle Community Unit School District 1,"10,074","1,283",141
IL,17,08500,Carmi-White County Community Unit School District 5,"8,463","1,369",255
IL,17,08580,Carrier Mills-Stonefort Community Unit School District,"2,673",390,93
IL,17,08610,Carrollton Community Unit School District 1,"3,922",642,85
IL,17,08640,Carterville Community Unit School District 5,"11,303","1,926",221
IL,17,01385,Carthage Elementary School District 317,"3,876",395,51
IL,17,08730,Cary Community Consolidated School District 26,"22,569","2,917",152
IL,17,00002,Casey-Westfield Community Unit School District 4C,"5,701",942,135
IL,17,08790,Cass School District 63,"8,224",782,53
IL,17,08970,Center Cass School District 66,"11,158","1,063",41
IL,17,09100,Central A & M Community Unit School District 21,"4,494",808,68
IL,17,09180,Central City School District 133,"2,118",229,54
IL,17,04770,Central Community High School District 71,"15,999",917,36
IL,17,07830,Central Community Unit School District 301,"18,690","3,454",118
IL,17,10410,Central Community Unit School District 4,"5,878",964,77
IL,17,09170,Central School District 104,"4,716",485,66
IL,17,09150,Central School District 51,"8,085","1,149",37
IL,17,37860,Central Stickney School District 110,"2,892",369,45
IL,17,09300,Centralia High School District 200,"20,496","1,077",189
IL,17,09270,Centralia School District 135,"12,842","1,348",324
IL,17,39630,Century Community Unit School District 100,"2,329",356,82
IL,17,09330,Cerro Gordo Community Unit School District 100,"3,079",551,53
IL,17,09400,Chadwick-Milledgeville Community Unit School District 399,"2,799",447,47
IL,17,09420,Champaign Community Unit School District 4,"96,844","11,887","1,751"
IL,17,09510,Chaney-Monge School District 88,"7,358",430,71
IL,17,09540,Channahon School District 17,"10,349","1,333",116
IL,17,09600,Charleston Community Unit School District 1,"26,306","2,779",479
IL,17,09810,Chester Community Unit School District 139,"10,467","1,119",176
IL,17,09780,Chester Non-High School District 122,843,47,3
IL,17,09850,Chester-East Lincoln Community Csd 61,"3,004",312,26
IL,17,09960,Chicago Heights School District 170,"24,135","3,290",929
IL,17,09930,Chicago Public School District 299,"2,650,650","389,055","77,773"
IL,17,09990,Chicago Ridge School District 127-5,"13,076","1,260",388
IL,17,00217,Christopher Community Unit School District 99,"4,782",810,154
IL,17,10200,Cicero School District 99,"83,483","12,762","2,288"
IL,17,10290,Cissna Park Community Unit School District 6,"1,635",231,25
IL,17,10340,Clay City Community Unit District 10,"2,186",307,63
IL,17,10440,Clinton Community Unit School District 15,"11,210","1,729",226
IL,17,10530,Coal City Community Unit School District 1,"11,468","2,072",133
IL,17,10570,Cobden School Unit District 17,"3,273",543,89
IL,17,10650,Collinsville Community Unit School District 10,"47,039","7,076",907
IL,17,10690,Colona School District 190,"3,811",392,45
IL,17,10740,Columbia Community Unit School District 4,"12,862","2,174",65
IL,17,39030,Community Consolidated School District 146,"26,011","2,389",268
IL,17,35460,Community Consolidated School District 168,"10,202","1,594",540
IL,17,30510,Community Consolidated School District 180,"6,288",762,125
IL,17,31560,Community Consolidated School District 204,"3,757",170,11
IL,17,13770,Community Consolidated School District 59,"64,281","5,998",681
IL,17,10470,Community Consolidated School District 93,"34,466","3,592",290
IL,17,11370,Community High School District 155,"96,417","6,266",266
IL,17,06540,Community High School District 218,"119,506","6,160",930
IL,17,40440,Community High School District 94,"41,956","2,326",172
IL,17,12570,Community High School District 99,"109,617","5,230",238
IL,17,27990,Community Unit School District 16,"5,632",881,62
IL,17,15880,Community Unit School District 2,"5,978",794,95
IL,17,42180,Community Unit School District 200,"78,947","13,536",705
IL,17,08550,Community Unit School District 300,"111,822","19,937","1,358"
IL,17,25590,Community Unit School District 4,"4,162",725,72
IL,17,08400,Consolidated High School District 230,"153,318","8,582",950
IL,17,06510,Cook County School District 130,"29,581","3,469",633
IL,17,10860,Cornell Community Consolidated School District 426,991,112,13
IL,17,10980,Coulterville Unit School District 1,"1,466",219,39
IL,17,11010,Country Club Hills School District 160,"12,472","1,552",436
IL,17,00176,Cowden-Herrick Community Unit School District 3A,"2,480",420,59
IL,17,11100,Crab Orchard Community Unit School District 3,"2,289",406,53
IL,17,00323,Crescent Iroquois Community Unit School District 249,989,136,13
IL,17,11220,Creston Community Consolidated School District 161,905,108,9
IL,17,11250,Crete-Monee Community Unit School District 201-U,"33,720","5,283",889
IL,17,11290,Creve Coeur School District 76,"6,047",641,116
IL,17,11350,Crystal Lake Community Consolidated School District 47,"62,296","7,746",434
IL,17,39090,Cumberland Community Unit School District 77,"5,960",912,102
IL,17,11520,Cypress School District 64,969,106,21
IL,17,11610,Dakota Community Unit School District 201,"4,559",769,64
IL,17,01388,Dallas Elementary School District 327,"1,870",178,47
IL,17,11700,Dalzell School District 98,706,70,9
IL,17,11730,Damiansville School District 62,826,108,2
IL,17,11790,Danville Community Consolidated School District 118,"36,621","6,099","1,919"
IL,17,21450,Darien School District 61,"16,558","1,601",118
IL,17,12150,De Soto Consolidated School District 86,"1,904",252,41
IL,17,12000,DeKalb Community Unit School District 428,"52,399","6,426","1,038"
IL,17,12030,DeLand-Weldon Community Unit School District 57,"1,360",193,31
IL,17,11850,Decatur School District 61,"64,937","9,620","2,375"
IL,17,11880,Deer Creek-Mackinaw Community Unit School District 701,"5,816","1,157",63
IL,17,11910,Deer Park Community Consolidated School District 82,704,66,9
IL,17,11980,Deerfield School District 109,"20,443","2,885",71
IL,17,12060,Delavan Community Unit School District 703,"2,637",477,33
IL,17,12090,Depue Community Unit School District 103,"1,880",382,46
IL,17,12120,Des Plaines Community Consolidated School District 62,"50,753","4,594",554
IL,17,12210,Diamond Lake School District 76,"8,984","1,023",125
IL,17,12240,Dieterich Community Unit School District 30,"2,304",414,45
IL,17,12270,Dimmick Community Consolidated School District 175,"1,472",155,17
IL,17,41010,District 50 Schools,"6,837",783,96
IL,17,12330,Dixon Unit School District 170,"21,642","2,799",350
IL,17,12450,Dolton School District 148,"21,451","2,783",834
IL,17,12420,Dolton School District 149,"27,810","3,329",876
IL,17,12480,Dongola School Unit District 66,"1,764",293,51
IL,17,12510,Donovan Community Unit School District 3,"2,002",343,61
IL,17,12540,Downers Grove Grade School District 58,"51,973","5,485",202
IL,17,12760,Du Quoin Community Unit School District 300,"8,633","1,391",228
IL,17,13940,DuPage High School District 88,"82,394","3,969",302
IL,17,12700,Dunlap Community Unit School District 323,"20,639","4,126",183
IL,17,12720,Dupo Community Unit School District 196,"6,776","1,045",194
IL,17,12810,Durand Community Unit School District 322,"3,817",637,46
IL,17,12840,Dwight Common School District 232,"5,775",513,54
IL,17,12870,Dwight Township High School District 230,"6,040",299,28
IL,17,12930,Earlville Community Unit School District 9,"2,559",422,49
IL,17,12960,East Alton School District 13,"7,787",732,167
IL,17,12990,East Alton-Wood River Community High School District 14,"13,701",651,96
IL,17,01411,East Coloma-Nelson Consolidated Elementary School District 20,"2,746",263,35
IL,17,13050,East Dubuque Community Unit School District 119,"4,243",718,56
IL,17,13140,East Maine School District 63,"46,035","3,663",519
IL,17,13170,East Moline School District 37,"25,557","2,717",614
IL,17,13230,East Peoria Community High School District 309,"25,491","1,251",120
IL,17,13240,East Peoria School District 86,"18,043","1,886",206
IL,17,13260,East Prairie School District 73,"4,540",449,47
IL,17,13320,East St. Louis School District 189,"36,820","6,813","2,494"
IL,17,00007,Eastland Community Unit School District 308,"3,948",584,63
IL,17,13370,Edgar County Community Unit District 6,"2,120",293,51
IL,17,13410,Edinburg Community Unit School District 4,"1,817",274,35
IL,17,13500,Edwards County Community Unit School District 1,"5,662",950,118
IL,17,13530,Edwardsville Community Unit School District 7,"50,166","7,974",349
IL,17,13560,Effingham Community Unit School District 40,"20,164","3,286",388
IL,17,13590,Egyptian Community Unit School District 5,"2,591",361,108
IL,17,00326,El Paso-Gridley Community Unit School District 11,"6,953","1,247",90
IL,17,13660,Eldorado Community Unit School District 4,"6,729",973,196
IL,17,36300,Elementary School District 159,"19,464","2,082",387
IL,17,13970,Elmhurst School District 205,"46,844","8,656",244
IL,17,14050,Elmwood Community Unit School District 322,"3,786",742,48
IL,17,14100,Elmwood Park Community Unit School District 401,"24,468","3,367",376
IL,17,13860,Elverado Community Unit School District 196,"2,926",530,107
IL,17,14160,Elwood Community Consolidated School District 203,"3,827",412,29
IL,17,14250,Emmons School District 33,"3,270",316,14
IL,17,14350,Erie Community Unit School District 1,"3,495",591,48
IL,17,14410,Eswood Community Consolidated District 269,850,113,13
IL,17,14430,Eureka Community Unit District 140,"9,538","1,673",95
IL,17,14460,Evanston Community Consolidated School District 65,"80,996","7,311",617
IL,17,14490,Evanston Township High School District 202,"80,996","3,097",206
IL,17,14580,Evergreen Park Community High School District 231,"19,517","1,225",83
IL,17,14550,Evergreen Park Elementary School District 124,"19,517","2,217",191
IL,17,14640,Ewing Northern Community Consolidated District 115,"1,677",215,25
IL,17,26180,Fairfield Community High School District 225,"9,535",439,71
IL,17,14710,Fairfield Public School District 112,"5,851",550,135
IL,17,14760,Fairmont School District 89,"3,749",300,74
IL,17,00044,Farmington Central Community Unit School District 265,"7,648","1,251",121
IL,17,14940,Farrington Community Consolidated School District 99,583,60,4
IL,17,15030,Fenton Community High School District 100,"30,025","1,502",112
IL,17,15090,Field Community Consolidated School District 3,"2,344",249,30
IL,17,15100,Fieldcrest Community Unit School District 6,"6,232","1,063",114
IL,17,15180,Fisher Community Unit School District 1,"3,380",627,57
IL,17,01390,Flanagan-Cornell District 74,"2,550",305,34
IL,17,15400,Flora Community Unit School District 35,"7,764","1,332",249
IL,17,15420,Flossmoor School District 161,"21,050","2,449",292
IL,17,10950,Ford Heights School District 169,"2,777",457,179
IL,17,15450,Forest Park School District 91,"13,727",956,130
IL,17,15480,Forest Ridge School District 142,"15,922","1,620",189
IL,17,15490,Forrestville Valley Community Unit School District 221,"4,811",777,66
IL,17,15630,Fox Lake Grade School District 114,"8,813",710,93
IL,17,15660,Fox River Grove Consolidated School District 3,"4,265",481,23
IL,17,15700,Frankfort Community Consolidated School District 157C,"17,689","2,271",67
IL,17,41580,Frankfort Community Unit School District 168,"11,423","1,859",451
IL,17,15750,Franklin Community Unit School District 1,"1,858",264,29
IL,17,15780,Franklin Park School District 84,"11,088","1,171",150
IL,17,15820,Freeburg Community Consolidated School District 70,"6,998",728,39
IL,17,15840,Freeburg Community High School District 77,"12,312",637,31
IL,17,15900,Freeport School District 145,"28,194","4,226",883
IL,17,15930,Fremont School District 79,"18,994","2,303",64
IL,17,11400,Fulton County Community Unit School District 3,"3,140",476,78
IL,17,16020,Galatia Community Unit School District 1,"2,230",346,53
IL,17,16050,Galena Unit School District 120,"5,670",760,73
IL,17,16080,Galesburg Community Unit School District 205,"32,389","4,257",895
IL,17,00045,Gallatin Community Unit School District 7,"4,522",683,131
IL,17,16140,Galva Community Unit School District 224,"3,412",534,76
IL,17,16230,Gardner Community Consolidated School District 72C,"1,856",221,17
IL,17,16260,Gardner-South Wilmington Township High School District,"4,200",226,14
IL,17,16290,Gavin School District 37,"8,223",850,102
IL,17,16320,Geff Community Consolidated School District 14,805,93,19
IL,17,30900,General George Patton School District 133,"2,302",435,105
IL,17,16350,Geneseo Community Unit School District 228,"15,455","2,586",147
IL,17,16380,Geneva Community Unit School District 304,"29,762","6,092",155
IL,17,16410,Genoa-Kingston Community Unit School District 424,"9,159","2,029",124
IL,17,00092,Georgetown-Ridge Farm Consolidated Unit School District 4,"6,036","1,130",220
IL,17,16560,Germantown Hills School District 69,"6,510",929,36
IL,17,16530,Germantown School District 60,"1,905",230,12
IL,17,16590,Giant City Community Consolidated School District 130,"2,341",299,59
IL,17,00041,Gibson City-Melvin-Sibley Community Unit School District 5,"5,618",955,106
IL,17,16650,Gifford Community Consolidated School District 188,"1,925",216,21
IL,17,16680,Gillespie Community Unit School District 7,"7,611","1,203",206
IL,17,40500,Glen Ellyn Community Consolidated School District 89,"22,434","2,058",92
IL,17,16800,Glen Ellyn School District 41,"28,802","3,905",168
IL,17,16830,Glenbard Township High School District 87,"164,126","8,741",513
IL,17,16860,Glencoe School District 35,"8,392","1,386",42
IL,17,16920,Glenview Community Consolidated School District 34,"39,427","5,033",340
IL,17,26820,Golf Elementary School District 67,"6,625",534,44
IL,17,00014,Goreville Community Unit School District 1,"3,671",556,66
IL,17,17160,Gower School District 62,"9,651",879,73
IL,17,17190,Grand Prairie Community Consolidated School District 6,859,91,17
IL,17,17220,Grand Ridge Community Consolidated School District 95,"2,386",303,24
IL,17,17280,Granite City Community Unit School District 9,"42,832","6,799","1,194"
IL,17,17310,Grant Community Consolidated School District 110,"7,646",753,116
IL,17,17340,Grant Community High School District 124,"36,520","1,679",116
IL,17,17370,Grant Park Community Unit School District 6,"3,150",543,53
IL,17,17490,Grass Lake School District 36,"2,598",191,24
IL,17,17550,Grayslake Community High School District 127,"43,913","2,622",131
IL,17,17520,Grayslake Consolidated Community School District 46,"29,646","4,085",232
IL,17,17580,Grayville Community Unit School District 1,"1,927",294,59
IL,17,17670,Greenfield Community Unit School District 10,"2,525",421,66
IL,17,17700,Greenview Community Unit School District 200,"1,424",212,13
IL,17,17790,Griggsville-Perry Community Unit School District 4,"2,283",393,81
IL,17,17800,Gurnee School District 56,"17,961","1,999",196
IL,17,18030,Hall High School District 502,"8,797",412,57
IL,17,18060,Hamilton Community Consolidated School District 328,"3,682",602,88
IL,17,10790,Hamilton County Community Unit School District 10,"7,628","1,256",210
IL,17,18090,Hampton School District 29,"2,040",247,27
IL,17,18200,Hardin County Community Unit School District 1,"3,817",492,126
IL,17,18240,Harlem Unit School District 122,"42,197","6,976",892
IL,17,14220,Harmony Emge School District 175,"10,254",919,148
IL,17,18270,Harrisburg Community Unit School District 3,"11,901","1,913",381
IL,17,18360,Harrison School District 36,"4,048",410,58
IL,17,18390,Hartsburg-Emden Community Unit School District 21,"1,200",213,27
IL,17,18420,Harvard Community Unit School District 50,"13,355","2,223",260
IL,17,18450,Harvey School District 152,"15,787","2,320",769
IL,17,18510,Havana Community Unit School District 126,"5,947",878,166
IL,17,18570,Hawthorn Community Consolidated School District 73,"29,304","3,339",198
IL,17,18600,Hazel Crest School District 152-5,"7,844","1,110",348
IL,17,00115,Henry-Senachwine Consolidated Unit School District 5,"3,620",534,63
IL,17,00106,Heritage Community Unit School District 8,"3,188",601,57
IL,17,18810,Herrin Community Unit School District 4,"16,559","2,745",509
IL,17,18840,Herscher Community Unit School District 2,"10,417","1,745",133
IL,17,18870,Heyworth Community Unit School District 4,"4,925",957,54
IL,17,21300,Hiawatha Community Unit School District 426,"3,298",621,64
IL,17,18960,High Mount School District 116,"4,011",373,68
IL,17,18990,Highland Community Unit School District 5,"18,121","3,224",210
IL,17,19200,Hillsboro Community Unit School District 3,"12,570","1,662",247
IL,17,19230,Hillside School District 93,"5,626",488,74
IL,17,19260,Hinckley-Big Rock Community Unit School District 429,"4,893",805,49
IL,17,19290,Hinsdale Community Consolidated School District 181,"25,412","4,197",100
IL,17,19320,Hinsdale Township High School District 86,"74,139","4,640",200
IL,17,19420,Hollis Consolidated School District 328,687,105,3
IL,17,19500,Homer Community Consolidated School District 33C,"30,287","3,494",188
IL,17,19530,Homewood School District 153,"16,156","1,775",187
IL,17,19560,Homewood-Flossmoor Community High School District 233,"37,660","2,737",186
IL,17,19620,Hononegah Community High School District 207,"31,608","2,135",92
IL,17,19660,Hoopeston Area Community Unit School District 11,"6,673","1,174",303
IL,17,19680,Hoover-Schrum Memorial School District 157,"7,766",936,249
IL,17,19830,Huntley Consolidated School District 158,"42,687","7,785",256
IL,17,19920,Hutsonville Community Unit School District 1,"2,088",325,52
IL,17,19960,Illini Bluffs Community Unit School District 327,"5,382",936,56
IL,17,00113,Illini Central Community Unit School District 189,"4,398",697,122
IL,17,01384,Illini West High School District 307,"7,745",396,55
IL,17,19970,Illinois Valley Central Unit School District 321,"12,903","2,230",212
IL,17,35970,Indian Creek Community Unit District 425,"4,623",860,83
IL,17,41690,Indian Prairie Community Unit School District 204,"128,011","26,575","1,081"
IL,17,07170,Indian Springs School District 109,"24,051","2,688",650
IL,17,20170,Iroquois County Community Unit School District 9,"6,423",955,160
IL,17,20180,Iroquois West Community Unit School District 10,"4,606",756,96
IL,17,20190,Irvington County Community Unit School District 11,814,82,8
IL,17,20220,Itasca School District 10,"8,768",934,41
IL,17,20250,Iuka Community Consolidated School District 7,"1,849",235,32
IL,17,26880,J. Sterling Morton High School District 201,"156,407","9,088","1,271"
IL,17,20280,Jacksonville School District 117,"26,687","3,539",544
IL,17,20370,Jasper Community Consolidated School District 17,"1,419",173,31
IL,17,20380,Jasper County Community Unit School District 1,"9,123","1,526",186
IL,17,20430,Jersey Community Unit School District 100,"18,980","2,799",315
IL,17,20490,Johnsburg Community Unit School District 12,"12,362","2,086",145
IL,17,20550,Johnston City Community Unit School District 1,"7,913","1,273",223
IL,17,20580,Joliet Public School District 86,"85,206","9,824","1,993"
IL,17,20610,Joliet Township High School District 204,"130,248","6,038",808
IL,17,20640,Jonesboro Community Consolidated School District 43,"2,783",333,58
IL,17,00015,Joppa-Maple Grove Unit District 38,"1,272",233,48
IL,17,24480,Kaneland Community Unit School District 302,"26,185","4,824",140
IL,17,20760,Kankakee School District 111,"31,498","5,184","1,436"
IL,17,20790,Kansas Community Unit School District 3,"1,290",205,32
IL,17,20880,Keeneyville School District 20,"14,430","1,668",158
IL,17,20910,Kell Consolidated School District 2,959,111,9
IL,17,20970,Kenilworth School District 38,"2,755",480,29
IL,17,21000,Kewanee Community Unit School District 229,"10,585","1,891",426
IL,17,21030,Kildeer Countryside Community Consolidated School District 96,"23,310","2,964",101
IL,17,21130,Kings Consolidated School District 144,940,100,13
IL,17,21180,Kinnikinnick Community Consolidated School District 131,"13,751","1,924",124
IL,17,21270,Kirby School District 140,"35,360","3,728",375
IL,17,21390,Knoxville Community Unit School District 202,"5,799",954,115
IL,17,21420,Komarek School District 94,"4,691",466,47
IL,17,01381,La Harpe Community School District 347,"2,000",211,34
IL,17,21680,La Moille Community Unit School District 303,"1,625",249,22
IL,17,19110,LaGrange Highlands School District 106,"9,154",955,30
IL,17,21600,LaGrange School District 102,"25,523","3,199",139
IL,17,21630,LaGrange School District 105,"11,555","1,332",131
IL,17,22080,LaSalle Elementary School District 122,"8,675",898,214
IL,17,22110,LaSalle-Peru Township High School District 120,"27,767","1,283",155
IL,17,21510,Ladd Community Consolidated School District 94,"1,808",201,31
IL,17,21720,Lake Bluff Elementary School District 65,"8,133",977,41
IL,17,21780,Lake Forest Community High School District 115,"27,242","1,809",44
IL,17,21750,Lake Forest School District 67,"18,805","2,370",65
IL,17,21840,Lake Park Community High School District 108,"51,197","2,647",133
IL,17,21870,Lake Villa Community Consolidated School District 41,"23,074","3,040",184
IL,17,21900,Lake Zurich Community Unit School District 95,"30,877","5,890",192
IL,17,22020,Lansing School District 158,"22,571","2,613",512
IL,17,22050,Laraway Community Consolidated School District 70C,"2,887",333,84
IL,17,22150,Lawrence County Community Unit District 20,"7,672","1,210",232
IL,17,22620,Le Roy Community Unit School District 2,"4,485",780,64
IL,17,22300,Lebanon Community Unit School District 9,"5,408",661,78
IL,17,22350,Lee Center Community Unit School District 271,"1,570",265,23
IL,17,22870,Leland Community Unit School District 1,"1,730",273,25
IL,17,22500,Lemont Township High School District 210,"25,186","1,523",80
IL,17,07290,Lemont-Bromberek Combined School District 113A,"24,929","2,943",207
IL,17,22530,Lena-Winslow Community Unit School District 202,"4,871",795,67
IL,17,00153,Lewistown Community Unit School District 97,"4,562",635,85
IL,17,22710,Lexington Community Unit School District 7,"3,041",535,47
IL,17,22740,Leyden Community High School District 212,"63,044","3,244",336
IL,17,22770,Liberty Community Unit School District 2,"3,254",655,33
IL,17,22830,Libertyville Community High School District 128,"49,181","3,062",83
IL,17,22800,Libertyville School District 70,"18,629","2,421",56
IL,17,22860,Lick Creek Community Consolidated School District 16,"1,140",115,9
IL,17,22950,Limestone Community High School District 310,"21,474","1,156",158
IL,17,22920,Limestone Walters Community Consolidated School District 316,"1,784",201,10
IL,17,23050,Lincoln Community High School District 404,"20,923",887,113
IL,17,08100,Lincoln Elementary School District 156,"6,768",996,283
IL,17,22980,Lincoln Elementary School District 27,"12,318","1,280",246
IL,17,23070,Lincoln Way Community High School District 210,"106,273","6,704",187
IL,17,23090,Lincolnshire-Prairieview School District 103,"12,360","1,538",40
IL,17,23100,Lincolnwood School District 74,"12,380","1,276",162
