"","feature","importance"
"1","st_pct_ecodis",370.960315638868
"2","FreeElig_mean",358.375972822718
"3","avg_salary_central",96.7028426544274
"4","exp_pct_na",94.9953436209064
"5","st_to_teach_minority",93.2814664717027
