ed_tree.variable.importance
348.61553367131376
293.1798420318558
218.30519541771716
185.7773256439482
157.48361203610875
150.94407708570796
136.17244485576512
134.49504304431665
133.58556695392744
94.98917415465945
90.51890723972451
90.51890723972451
89.87052446451926
85.71403709796456
84.40345446133439
62.07946405518522
49.99985497381267
49.99985497381267
49.728933683578816
47.47253133631811
43.82079815660132
42.85701854898228
38.6569061143863
30.74138752661949
29.213865437734214
29.213865437734214
29.213865437734214
24.923749467249895
24.923749467249895
24.923749467249895
24.593110021295594
24.593110021295594
15.859504317268044
15.859504317268044
15.859504317268044
15.859504317268044
15.198267864745523
15.198267864745523
11.398700898559154
